"Sub.ID","Encoding","Group","Direction","JOL","Scored"
27,"READ","JOL C","F",90,0
27,"READ","JOL C","F",90,0
27,"READ","JOL C","F",60,1
27,"READ","JOL C","F",80,0
27,"READ","JOL C","B",50,1
27,"READ","JOL C","B",70,1
27,"READ","JOL C","B",90,1
27,"READ","JOL C","B",50,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",80,0
27,"READ","JOL C","B",100,0
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",90,1
27,"READ","JOL C","B",70,1
27,"READ","JOL C","B",50,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",50,0
27,"READ","JOL C","B",90,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","B",80,1
27,"READ","JOL C","S",90,1
27,"READ","JOL C","S",40,0
27,"READ","JOL C","S",50,0
27,"READ","JOL C","S",50,0
27,"READ","JOL C","S",70,0
27,"READ","JOL C","S",90,1
27,"READ","JOL C","S",60,0
27,"READ","JOL C","S",80,0
27,"READ","JOL C","S",90,1
27,"READ","JOL C","S",70,1
27,"READ","JOL C","S",90,1
27,"READ","JOL C","S",80,0
27,"READ","JOL C","S",100,0
27,"READ","JOL C","S",80,0
27,"READ","JOL C","S",90,1
27,"READ","JOL C","S",70,1
27,"READ","JOL C","S",80,1
27,"READ","JOL C","S",100,1
27,"READ","JOL C","S",70,1
27,"READ","JOL C","S",100,1
27,"READ","JOL C","U",30,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",40,0
27,"READ","JOL C","U",40,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",40,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",10,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",30,1
27,"READ","JOL C","U",40,0
27,"READ","JOL C","U",40,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",30,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",50,0
27,"READ","JOL C","U",40,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",20,0
27,"READ","JOL C","U",30,0
28,"READ","JOL D","B",34,0
28,"READ","JOL D","B",10,0
28,"READ","JOL D","B",44,0
28,"READ","JOL D","B",22,0
28,"READ","JOL D","B",12,1
28,"READ","JOL D","B",56,1
28,"READ","JOL D","B",32,1
28,"READ","JOL D","B",98,0
28,"READ","JOL D","B",99,0
28,"READ","JOL D","B",34,0
28,"READ","JOL D","B",99,1
28,"READ","JOL D","B",43,0
28,"READ","JOL D","B",56,1
28,"READ","JOL D","B",12,0
28,"READ","JOL D","B",95,0
28,"READ","JOL D","B",98,0
28,"READ","JOL D","B",90,1
28,"READ","JOL D","B",45,0
28,"READ","JOL D","B",89,0
28,"READ","JOL D","B",92,0
28,"READ","JOL D","F",10,1
28,"READ","JOL D","F",93,0
28,"READ","JOL D","F",96,0
28,"READ","JOL D","F",45,1
28,"READ","JOL D","F",23,0
28,"READ","JOL D","F",2,1
28,"READ","JOL D","F",96,0
28,"READ","JOL D","F",99,0
28,"READ","JOL D","F",99,1
28,"READ","JOL D","F",88,0
28,"READ","JOL D","F",98,1
28,"READ","JOL D","F",56,0
28,"READ","JOL D","F",98,1
28,"READ","JOL D","F",23,1
28,"READ","JOL D","F",98,1
28,"READ","JOL D","F",96,1
28,"READ","JOL D","F",75,0
28,"READ","JOL D","F",94,0
28,"READ","JOL D","F",99,1
28,"READ","JOL D","F",6,1
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",99,0
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",98,0
28,"READ","JOL D","S",99,1
28,"READ","JOL D","S",97,1
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",98,1
28,"READ","JOL D","S",98,0
28,"READ","JOL D","S",99,1
28,"READ","JOL D","S",98,0
28,"READ","JOL D","S",88,1
28,"READ","JOL D","S",97,1
28,"READ","JOL D","S",97,1
28,"READ","JOL D","S",80,0
28,"READ","JOL D","S",98,0
28,"READ","JOL D","S",98,1
28,"READ","JOL D","U",5,0
28,"READ","JOL D","U",78,1
28,"READ","JOL D","U",1,0
28,"READ","JOL D","U",5,0
28,"READ","JOL D","U",4,0
28,"READ","JOL D","U",1,0
28,"READ","JOL D","U",1,0
28,"READ","JOL D","U",12,0
28,"READ","JOL D","U",1,0
28,"READ","JOL D","U",6,0
28,"READ","JOL D","U",4,0
28,"READ","JOL D","U",1,0
28,"READ","JOL D","U",5,0
28,"READ","JOL D","U",20,0
28,"READ","JOL D","U",5,0
28,"READ","JOL D","U",98,0
28,"READ","JOL D","U",10,0
28,"READ","JOL D","U",50,1
28,"READ","JOL D","U",25,0
28,"READ","JOL D","U",25,0
29,"IS","JOL A","F",90,1
29,"IS","JOL A","F",85,1
29,"IS","JOL A","F",85,1
29,"IS","JOL A","F",95,1
29,"IS","JOL A","F",80,1
29,"IS","JOL A","F",80,1
29,"IS","JOL A","F",95,1
29,"IS","JOL A","F",75,1
29,"IS","JOL A","F",85,1
29,"IS","JOL A","F",85,1
29,"IS","JOL A","F",80,1
29,"IS","JOL A","F",85,1
29,"IS","JOL A","F",95,1
29,"IS","JOL A","F",95,1
29,"IS","JOL A","F",95,1
29,"IS","JOL A","F",100,1
29,"IS","JOL A","F",85,1
29,"IS","JOL A","F",90,1
29,"IS","JOL A","F",100,1
29,"IS","JOL A","F",100,1
29,"IS","JOL A","B",95,1
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",75,1
29,"IS","JOL A","B",90,1
29,"IS","JOL A","B",80,1
29,"IS","JOL A","B",95,1
29,"IS","JOL A","B",95,1
29,"IS","JOL A","B",95,1
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",95,1
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",75,1
29,"IS","JOL A","B",65,1
29,"IS","JOL A","B",85,0
29,"IS","JOL A","B",95,0
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",85,1
29,"IS","JOL A","B",95,0
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",100,1
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",90,1
29,"IS","JOL A","S",80,1
29,"IS","JOL A","S",90,1
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",85,1
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",100,1
29,"IS","JOL A","S",85,1
29,"IS","JOL A","S",85,1
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",85,0
29,"IS","JOL A","S",95,1
29,"IS","JOL A","S",100,1
29,"IS","JOL A","S",75,1
29,"IS","JOL A","S",90,1
29,"IS","JOL A","S",100,1
29,"IS","JOL A","U",40,0
29,"IS","JOL A","U",30,1
29,"IS","JOL A","U",50,1
29,"IS","JOL A","U",45,1
29,"IS","JOL A","U",50,0
29,"IS","JOL A","U",60,1
29,"IS","JOL A","U",60,0
29,"IS","JOL A","U",75,0
29,"IS","JOL A","U",60,1
29,"IS","JOL A","U",75,1
29,"IS","JOL A","U",65,0
29,"IS","JOL A","U",75,1
29,"IS","JOL A","U",45,1
29,"IS","JOL A","U",65,1
29,"IS","JOL A","U",65,1
29,"IS","JOL A","U",45,1
29,"IS","JOL A","U",25,1
29,"IS","JOL A","U",75,0
29,"IS","JOL A","U",90,1
29,"IS","JOL A","U",45,1
30,"IS","JOL B","F",85,1
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",87,1
30,"IS","JOL B","F",93,0
30,"IS","JOL B","F",90,0
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",85,0
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",84,1
30,"IS","JOL B","F",62,1
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",84,1
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",87,0
30,"IS","JOL B","F",85,1
30,"IS","JOL B","F",86,1
30,"IS","JOL B","F",84,1
30,"IS","JOL B","F",90,1
30,"IS","JOL B","F",73,1
30,"IS","JOL B","B",85,0
30,"IS","JOL B","B",91,0
30,"IS","JOL B","B",90,1
30,"IS","JOL B","B",90,0
30,"IS","JOL B","B",95,1
30,"IS","JOL B","B",92,1
30,"IS","JOL B","B",85,0
30,"IS","JOL B","B",85,0
30,"IS","JOL B","B",96,1
30,"IS","JOL B","B",81,1
30,"IS","JOL B","B",90,1
30,"IS","JOL B","B",90,1
30,"IS","JOL B","B",93,1
30,"IS","JOL B","B",83,1
30,"IS","JOL B","B",85,1
30,"IS","JOL B","B",89,0
30,"IS","JOL B","B",86,0
30,"IS","JOL B","B",87,1
30,"IS","JOL B","B",83,1
30,"IS","JOL B","B",86,1
30,"IS","JOL B","S",92,1
30,"IS","JOL B","S",85,0
30,"IS","JOL B","S",87,1
30,"IS","JOL B","S",90,1
30,"IS","JOL B","S",85,1
30,"IS","JOL B","S",85,1
30,"IS","JOL B","S",90,0
30,"IS","JOL B","S",95,0
30,"IS","JOL B","S",90,1
30,"IS","JOL B","S",78,1
30,"IS","JOL B","S",95,1
30,"IS","JOL B","S",93,1
30,"IS","JOL B","S",90,0
30,"IS","JOL B","S",86,0
30,"IS","JOL B","S",94,1
30,"IS","JOL B","S",95,1
30,"IS","JOL B","S",84,1
30,"IS","JOL B","S",90,0
30,"IS","JOL B","S",83,1
30,"IS","JOL B","S",96,1
30,"IS","JOL B","U",97,1
30,"IS","JOL B","U",90,0
30,"IS","JOL B","U",87,0
30,"IS","JOL B","U",94,1
30,"IS","JOL B","U",81,0
30,"IS","JOL B","U",93,0
30,"IS","JOL B","U",82,0
30,"IS","JOL B","U",97,0
30,"IS","JOL B","U",93,0
30,"IS","JOL B","U",96,0
30,"IS","JOL B","U",98,0
30,"IS","JOL B","U",95,0
30,"IS","JOL B","U",95,0
30,"IS","JOL B","U",90,0
30,"IS","JOL B","U",84,0
30,"IS","JOL B","U",96,0
30,"IS","JOL B","U",87,0
30,"IS","JOL B","U",92,0
30,"IS","JOL B","U",95,1
30,"IS","JOL B","U",90,0
31,"IS","JOL C","F",90,1
31,"IS","JOL C","F",90,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",90,1
31,"IS","JOL C","F",75,1
31,"IS","JOL C","F",80,0
31,"IS","JOL C","F",40,0
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",60,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",90,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",90,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",80,1
31,"IS","JOL C","F",80,0
31,"IS","JOL C","B",90,1
31,"IS","JOL C","B",70,1
31,"IS","JOL C","B",70,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",70,1
31,"IS","JOL C","B",90,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",90,1
31,"IS","JOL C","B",90,1
31,"IS","JOL C","B",60,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",100,1
31,"IS","JOL C","B",90,1
31,"IS","JOL C","B",70,1
31,"IS","JOL C","B",70,1
31,"IS","JOL C","B",80,1
31,"IS","JOL C","B",90,1
31,"IS","JOL C","S",80,1
31,"IS","JOL C","S",80,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",50,1
31,"IS","JOL C","S",60,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",80,1
31,"IS","JOL C","S",50,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",90,1
31,"IS","JOL C","S",90,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",90,1
31,"IS","JOL C","S",50,1
31,"IS","JOL C","S",90,1
31,"IS","JOL C","S",70,1
31,"IS","JOL C","S",90,1
31,"IS","JOL C","U",40,0
31,"IS","JOL C","U",50,0
31,"IS","JOL C","U",30,0
31,"IS","JOL C","U",60,0
31,"IS","JOL C","U",30,0
31,"IS","JOL C","U",30,1
31,"IS","JOL C","U",50,1
31,"IS","JOL C","U",40,0
31,"IS","JOL C","U",30,1
31,"IS","JOL C","U",30,0
31,"IS","JOL C","U",40,0
31,"IS","JOL C","U",30,1
31,"IS","JOL C","U",30,0
31,"IS","JOL C","U",40,1
31,"IS","JOL C","U",40,1
31,"IS","JOL C","U",30,0
31,"IS","JOL C","U",50,0
31,"IS","JOL C","U",30,0
31,"IS","JOL C","U",40,0
31,"IS","JOL C","U",60,1
32,"IS","JOL D","B",60,0
32,"IS","JOL D","B",0,0
32,"IS","JOL D","B",54,1
32,"IS","JOL D","B",60,1
32,"IS","JOL D","B",70,1
32,"IS","JOL D","B",50,0
32,"IS","JOL D","B",50,0
32,"IS","JOL D","B",54,0
32,"IS","JOL D","B",90,0
32,"IS","JOL D","B",40,0
32,"IS","JOL D","B",90,1
32,"IS","JOL D","B",39,0
32,"IS","JOL D","B",40,0
32,"IS","JOL D","B",82,1
32,"IS","JOL D","B",54,0
32,"IS","JOL D","B",50,1
32,"IS","JOL D","B",43,0
32,"IS","JOL D","B",45,0
32,"IS","JOL D","B",50,0
32,"IS","JOL D","B",87,1
32,"IS","JOL D","F",67,1
32,"IS","JOL D","F",60,1
32,"IS","JOL D","F",60,1
32,"IS","JOL D","F",65,1
32,"IS","JOL D","F",80,1
32,"IS","JOL D","F",40,0
32,"IS","JOL D","F",63,1
32,"IS","JOL D","F",60,0
32,"IS","JOL D","F",80,1
32,"IS","JOL D","F",84,1
32,"IS","JOL D","F",60,1
32,"IS","JOL D","F",76,0
32,"IS","JOL D","F",70,1
32,"IS","JOL D","F",56,1
32,"IS","JOL D","F",NA,1
32,"IS","JOL D","F",70,1
32,"IS","JOL D","F",60,1
32,"IS","JOL D","F",70,1
32,"IS","JOL D","F",8,1
32,"IS","JOL D","F",45,0
32,"IS","JOL D","S",65,0
32,"IS","JOL D","S",76,1
32,"IS","JOL D","S",50,1
32,"IS","JOL D","S",43,0
32,"IS","JOL D","S",40,1
32,"IS","JOL D","S",43,0
32,"IS","JOL D","S",60,1
32,"IS","JOL D","S",78,1
32,"IS","JOL D","S",76,1
32,"IS","JOL D","S",87,1
32,"IS","JOL D","S",80,1
32,"IS","JOL D","S",62,1
32,"IS","JOL D","S",870,1
32,"IS","JOL D","S",70,1
32,"IS","JOL D","S",42,1
32,"IS","JOL D","S",43,0
32,"IS","JOL D","S",90,1
32,"IS","JOL D","S",50,1
32,"IS","JOL D","S",32,0
32,"IS","JOL D","S",50,1
32,"IS","JOL D","U",43,0
32,"IS","JOL D","U",40,0
32,"IS","JOL D","U",45,0
32,"IS","JOL D","U",21,0
32,"IS","JOL D","U",23,0
32,"IS","JOL D","U",53,0
32,"IS","JOL D","U",54,0
32,"IS","JOL D","U",54,0
32,"IS","JOL D","U",56,1
32,"IS","JOL D","U",65,0
32,"IS","JOL D","U",53,0
32,"IS","JOL D","U",50,0
32,"IS","JOL D","U",30,0
32,"IS","JOL D","U",34,0
32,"IS","JOL D","U",30,0
32,"IS","JOL D","U",34,0
32,"IS","JOL D","U",54,0
32,"IS","JOL D","U",80,1
32,"IS","JOL D","U",63,0
32,"IS","JOL D","U",34,0
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",50,0
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",50,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",60,1
33,"RL","JOL A","F",70,1
33,"RL","JOL A","F",60,1
33,"RL","JOL A","B",50,1
33,"RL","JOL A","B",80,0
33,"RL","JOL A","B",80,1
33,"RL","JOL A","B",77,0
33,"RL","JOL A","B",60,1
33,"RL","JOL A","B",60,1
33,"RL","JOL A","B",60,1
33,"RL","JOL A","B",60,1
33,"RL","JOL A","B",80,1
33,"RL","JOL A","B",80,1
33,"RL","JOL A","B",60,0
33,"RL","JOL A","B",70,1
33,"RL","JOL A","B",70,1
33,"RL","JOL A","B",60,1
33,"RL","JOL A","B",60,1
33,"RL","JOL A","B",70,1
33,"RL","JOL A","B",50,1
33,"RL","JOL A","B",60,0
33,"RL","JOL A","B",70,0
33,"RL","JOL A","B",50,1
33,"RL","JOL A","S",80,1
33,"RL","JOL A","S",50,0
33,"RL","JOL A","S",60,0
33,"RL","JOL A","S",59,0
33,"RL","JOL A","S",60,0
33,"RL","JOL A","S",70,1
33,"RL","JOL A","S",80,0
33,"RL","JOL A","S",80,1
33,"RL","JOL A","S",40,1
33,"RL","JOL A","S",60,1
33,"RL","JOL A","S",30,1
33,"RL","JOL A","S",70,1
33,"RL","JOL A","S",60,1
33,"RL","JOL A","S",78,1
33,"RL","JOL A","S",80,1
33,"RL","JOL A","S",80,1
33,"RL","JOL A","S",90,1
33,"RL","JOL A","S",90,1
33,"RL","JOL A","S",80,1
33,"RL","JOL A","S",90,1
33,"RL","JOL A","U",40,0
33,"RL","JOL A","U",60,1
33,"RL","JOL A","U",50,0
33,"RL","JOL A","U",20,1
33,"RL","JOL A","U",50,0
33,"RL","JOL A","U",15,1
33,"RL","JOL A","U",80,1
33,"RL","JOL A","U",50,0
33,"RL","JOL A","U",20,0
33,"RL","JOL A","U",70,0
33,"RL","JOL A","U",70,0
33,"RL","JOL A","U",80,1
33,"RL","JOL A","U",59,0
33,"RL","JOL A","U",60,1
33,"RL","JOL A","U",70,0
33,"RL","JOL A","U",20,0
33,"RL","JOL A","U",20,0
33,"RL","JOL A","U",60,0
33,"RL","JOL A","U",60,1
33,"RL","JOL A","U",60,1
34,"RL","JOL B","F",70,1
34,"RL","JOL B","F",60,1
34,"RL","JOL B","F",80,1
34,"RL","JOL B","F",30,1
34,"RL","JOL B","F",100,1
34,"RL","JOL B","F",20,1
34,"RL","JOL B","F",90,1
34,"RL","JOL B","F",100,1
34,"RL","JOL B","F",50,1
34,"RL","JOL B","F",25,1
34,"RL","JOL B","F",90,1
34,"RL","JOL B","F",100,1
34,"RL","JOL B","F",60,1
34,"RL","JOL B","F",80,1
34,"RL","JOL B","F",20,1
34,"RL","JOL B","F",60,1
34,"RL","JOL B","F",70,1
34,"RL","JOL B","F",60,1
34,"RL","JOL B","F",70,1
34,"RL","JOL B","F",30,1
34,"RL","JOL B","B",60,1
34,"RL","JOL B","B",70,1
34,"RL","JOL B","B",30,0
34,"RL","JOL B","B",100,1
34,"RL","JOL B","B",30,1
34,"RL","JOL B","B",10,0
34,"RL","JOL B","B",40,0
34,"RL","JOL B","B",50,1
34,"RL","JOL B","B",90,1
34,"RL","JOL B","B",40,1
34,"RL","JOL B","B",70,1
34,"RL","JOL B","B",50,1
34,"RL","JOL B","B",100,1
34,"RL","JOL B","B",40,0
34,"RL","JOL B","B",80,0
34,"RL","JOL B","B",40,0
34,"RL","JOL B","B",90,0
34,"RL","JOL B","B",70,1
34,"RL","JOL B","B",60,1
34,"RL","JOL B","B",80,1
34,"RL","JOL B","S",100,0
34,"RL","JOL B","S",25,1
34,"RL","JOL B","S",70,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",80,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",70,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",80,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",40,1
34,"RL","JOL B","S",100,1
34,"RL","JOL B","S",60,1
34,"RL","JOL B","S",80,1
34,"RL","JOL B","S",35,1
34,"RL","JOL B","S",60,1
34,"RL","JOL B","U",10,1
34,"RL","JOL B","U",5,1
34,"RL","JOL B","U",50,0
34,"RL","JOL B","U",25,0
34,"RL","JOL B","U",30,0
34,"RL","JOL B","U",20,0
34,"RL","JOL B","U",20,0
34,"RL","JOL B","U",10,1
34,"RL","JOL B","U",10,1
34,"RL","JOL B","U",10,0
34,"RL","JOL B","U",50,0
34,"RL","JOL B","U",30,1
34,"RL","JOL B","U",10,0
34,"RL","JOL B","U",25,1
34,"RL","JOL B","U",5,0
34,"RL","JOL B","U",35,1
34,"RL","JOL B","U",5,0
34,"RL","JOL B","U",40,1
34,"RL","JOL B","U",100,0
34,"RL","JOL B","U",20,0
35,"RL","JOL C","F",100,1
35,"RL","JOL C","F",80,1
35,"RL","JOL C","F",80,1
35,"RL","JOL C","F",85,0
35,"RL","JOL C","F",85,1
35,"RL","JOL C","F",80,1
35,"RL","JOL C","F",85,1
35,"RL","JOL C","F",65,1
35,"RL","JOL C","F",80,1
35,"RL","JOL C","F",85,1
35,"RL","JOL C","F",75,1
35,"RL","JOL C","F",100,0
35,"RL","JOL C","F",85,1
35,"RL","JOL C","F",64,1
35,"RL","JOL C","F",85,0
35,"RL","JOL C","F",89,0
35,"RL","JOL C","F",90,1
35,"RL","JOL C","F",80,1
35,"RL","JOL C","F",80,1
35,"RL","JOL C","F",75,1
35,"RL","JOL C","B",70,1
35,"RL","JOL C","B",90,1
35,"RL","JOL C","B",70,1
35,"RL","JOL C","B",70,1
35,"RL","JOL C","B",85,1
35,"RL","JOL C","B",85,1
35,"RL","JOL C","B",80,1
35,"RL","JOL C","B",85,1
35,"RL","JOL C","B",90,1
35,"RL","JOL C","B",85,0
35,"RL","JOL C","B",70,1
35,"RL","JOL C","B",93,1
35,"RL","JOL C","B",85,1
35,"RL","JOL C","B",45,1
35,"RL","JOL C","B",70,1
35,"RL","JOL C","B",85,1
35,"RL","JOL C","B",85,1
35,"RL","JOL C","B",90,1
35,"RL","JOL C","B",90,1
35,"RL","JOL C","B",90,1
35,"RL","JOL C","S",78,0
35,"RL","JOL C","S",68,0
35,"RL","JOL C","S",85,1
35,"RL","JOL C","S",87,0
35,"RL","JOL C","S",95,0
35,"RL","JOL C","S",80,0
35,"RL","JOL C","S",80,1
35,"RL","JOL C","S",85,1
35,"RL","JOL C","S",100,0
35,"RL","JOL C","S",70,1
35,"RL","JOL C","S",90,1
35,"RL","JOL C","S",90,1
35,"RL","JOL C","S",100,0
35,"RL","JOL C","S",85,1
35,"RL","JOL C","S",95,1
35,"RL","JOL C","S",90,1
35,"RL","JOL C","S",75,0
35,"RL","JOL C","S",95,1
35,"RL","JOL C","S",78,1
35,"RL","JOL C","S",95,1
35,"RL","JOL C","U",90,0
35,"RL","JOL C","U",90,0
35,"RL","JOL C","U",85,0
35,"RL","JOL C","U",89,0
35,"RL","JOL C","U",25,1
35,"RL","JOL C","U",95,0
35,"RL","JOL C","U",90,0
35,"RL","JOL C","U",85,1
35,"RL","JOL C","U",50,1
35,"RL","JOL C","U",89,0
35,"RL","JOL C","U",15,0
35,"RL","JOL C","U",95,1
35,"RL","JOL C","U",90,1
35,"RL","JOL C","U",98,1
35,"RL","JOL C","U",30,1
35,"RL","JOL C","U",89,1
35,"RL","JOL C","U",75,1
35,"RL","JOL C","U",90,0
35,"RL","JOL C","U",90,1
35,"RL","JOL C","U",67,1
36,"RL","JOL D","B",47,0
36,"RL","JOL D","B",68,1
36,"RL","JOL D","B",82,1
36,"RL","JOL D","B",34,1
36,"RL","JOL D","B",59,1
36,"RL","JOL D","B",86,1
36,"RL","JOL D","B",69,1
36,"RL","JOL D","B",73,1
36,"RL","JOL D","B",73,1
36,"RL","JOL D","B",70,1
36,"RL","JOL D","B",51,0
36,"RL","JOL D","B",22,0
36,"RL","JOL D","B",75,1
36,"RL","JOL D","B",54,1
36,"RL","JOL D","B",68,1
36,"RL","JOL D","B",65,0
36,"RL","JOL D","B",76,1
36,"RL","JOL D","B",64,1
36,"RL","JOL D","B",86,1
36,"RL","JOL D","B",44,1
36,"RL","JOL D","F",67,1
36,"RL","JOL D","F",56,1
36,"RL","JOL D","F",76,1
36,"RL","JOL D","F",90,1
36,"RL","JOL D","F",63,1
36,"RL","JOL D","F",21,1
36,"RL","JOL D","F",84,1
36,"RL","JOL D","F",80,1
36,"RL","JOL D","F",80,1
36,"RL","JOL D","F",58,1
36,"RL","JOL D","F",85,1
36,"RL","JOL D","F",52,1
36,"RL","JOL D","F",66,1
36,"RL","JOL D","F",76,1
36,"RL","JOL D","F",83,1
36,"RL","JOL D","F",83,1
36,"RL","JOL D","F",58,1
36,"RL","JOL D","F",65,0
36,"RL","JOL D","F",57,1
36,"RL","JOL D","F",42,1
36,"RL","JOL D","S",68,1
36,"RL","JOL D","S",95,1
36,"RL","JOL D","S",75,1
36,"RL","JOL D","S",82,1
36,"RL","JOL D","S",73,1
36,"RL","JOL D","S",63,1
36,"RL","JOL D","S",82,1
36,"RL","JOL D","S",85,1
36,"RL","JOL D","S",64,1
36,"RL","JOL D","S",86,1
36,"RL","JOL D","S",39,1
36,"RL","JOL D","S",76,1
36,"RL","JOL D","S",60,1
36,"RL","JOL D","S",65,1
36,"RL","JOL D","S",68,1
36,"RL","JOL D","S",81,1
36,"RL","JOL D","S",79,1
36,"RL","JOL D","S",60,1
36,"RL","JOL D","S",97,1
36,"RL","JOL D","S",76,1
36,"RL","JOL D","U",47,1
36,"RL","JOL D","U",54,1
36,"RL","JOL D","U",48,1
36,"RL","JOL D","U",71,1
36,"RL","JOL D","U",49,1
36,"RL","JOL D","U",71,1
36,"RL","JOL D","U",20,1
36,"RL","JOL D","U",65,1
36,"RL","JOL D","U",88,1
36,"RL","JOL D","U",30,1
36,"RL","JOL D","U",68,1
36,"RL","JOL D","U",79,1
36,"RL","JOL D","U",80,1
36,"RL","JOL D","U",75,1
36,"RL","JOL D","U",79,1
36,"RL","JOL D","U",80,1
36,"RL","JOL D","U",47,1
36,"RL","JOL D","U",83,1
36,"RL","JOL D","U",57,1
36,"RL","JOL D","U",55,1
37,"READ","JOL A","F",90,1
37,"READ","JOL A","F",50,1
37,"READ","JOL A","F",55,0
37,"READ","JOL A","F",10,0
37,"READ","JOL A","F",80,1
37,"READ","JOL A","F",90,1
37,"READ","JOL A","F",30,1
37,"READ","JOL A","F",80,1
37,"READ","JOL A","F",70,1
37,"READ","JOL A","F",75,1
37,"READ","JOL A","F",70,0
37,"READ","JOL A","F",95,1
37,"READ","JOL A","F",75,1
37,"READ","JOL A","F",35,0
37,"READ","JOL A","F",90,1
37,"READ","JOL A","F",95,1
37,"READ","JOL A","F",65,0
37,"READ","JOL A","F",100,1
37,"READ","JOL A","F",30,1
37,"READ","JOL A","F",80,1
37,"READ","JOL A","B",90,0
37,"READ","JOL A","B",80,0
37,"READ","JOL A","B",50,0
37,"READ","JOL A","B",50,0
37,"READ","JOL A","B",50,0
37,"READ","JOL A","B",68,1
37,"READ","JOL A","B",50,1
37,"READ","JOL A","B",50,0
37,"READ","JOL A","B",65,1
37,"READ","JOL A","B",80,0
37,"READ","JOL A","B",60,1
37,"READ","JOL A","B",40,1
37,"READ","JOL A","B",90,0
37,"READ","JOL A","B",90,0
37,"READ","JOL A","B",50,0
37,"READ","JOL A","B",45,0
37,"READ","JOL A","B",75,1
