Sub.ID,Encoding,Group,Direction,JOL,Scored,Experiment
10,RL,JOL B,S,76,1,2
10,RL,JOL B,S,89,1,2
10,RL,JOL B,S,89,0,2
10,RL,JOL B,S,98,1,2
10,RL,JOL B,S,87,1,2
10,RL,JOL B,S,87,1,2
10,RL,JOL B,S,87,1,2
10,RL,JOL B,S,98,1,2
10,RL,JOL B,S,78,1,2
10,RL,JOL B,S,87,1,2
10,RL,JOL B,S,98,1,2
10,RL,JOL B,S,89,1,2
10,RL,JOL B,S,98,1,2
10,RL,JOL B,S,98,1,2
10,RL,JOL B,S,88,0,2
10,RL,JOL B,U,78,1,2
10,RL,JOL B,U,78,1,2
10,RL,JOL B,U,78,0,2
10,RL,JOL B,U,45,1,2
10,RL,JOL B,U,98,0,2
10,RL,JOL B,U,78,1,2
10,RL,JOL B,U,98,0,2
10,RL,JOL B,U,12,0,2
10,RL,JOL B,U,56,0,2
10,RL,JOL B,U,31,1,2
10,RL,JOL B,U,78,1,2
10,RL,JOL B,U,98,0,2
10,RL,JOL B,U,78,1,2
10,RL,JOL B,U,43,0,2
10,RL,JOL B,U,26,0,2
10,RL,JOL B,U,87,1,2
10,RL,JOL B,U,87,0,2
10,RL,JOL B,U,97,1,2
10,RL,JOL B,U,98,1,2
10,RL,JOL B,U,89,0,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,0,0,2
11,RL,JOL C,F,0,0,2
11,RL,JOL C,F,1000,0,2
11,RL,JOL C,F,0,0,2
11,RL,JOL C,F,0,0,2
11,RL,JOL C,F,0,1,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,100,1,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,100,1,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,100,1,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,0,1,2
11,RL,JOL C,F,100,1,2
11,RL,JOL C,F,100,0,2
11,RL,JOL C,F,100,1,2
11,RL,JOL C,B,0,1,2
11,RL,JOL C,B,100,0,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,B,0,0,2
11,RL,JOL C,B,0,1,2
11,RL,JOL C,B,100,0,2
11,RL,JOL C,B,0,0,2
11,RL,JOL C,B,100,0,2
11,RL,JOL C,B,0,1,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,B,0,0,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,B,0,0,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,B,0,1,2
11,RL,JOL C,B,0,1,2
11,RL,JOL C,B,0,1,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,B,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,1,2
11,RL,JOL C,S,100,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,100,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,100,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,100,0,2
11,RL,JOL C,U,0,1,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,0,2
11,RL,JOL C,U,0,1,2
12,RL,JOL D,B,90,1,2
12,RL,JOL D,B,50,0,2
12,RL,JOL D,B,90,0,2
12,RL,JOL D,B,80,0,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,80,0,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,90,0,2
12,RL,JOL D,B,60,1,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,80,0,2
12,RL,JOL D,B,70,1,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,70,1,2
12,RL,JOL D,B,70,0,2
12,RL,JOL D,B,80,0,2
12,RL,JOL D,B,80,1,2
12,RL,JOL D,F,80,1,2
12,RL,JOL D,F,80,1,2
12,RL,JOL D,F,90,0,2
12,RL,JOL D,F,80,1,2
12,RL,JOL D,F,70,1,2
12,RL,JOL D,F,50,0,2
12,RL,JOL D,F,60,0,2
12,RL,JOL D,F,60,1,2
12,RL,JOL D,F,70,1,2
12,RL,JOL D,F,80,0,2
12,RL,JOL D,F,80,0,2
12,RL,JOL D,F,80,1,2
12,RL,JOL D,F,80,1,2
12,RL,JOL D,F,0,1,2
12,RL,JOL D,F,70,1,2
12,RL,JOL D,F,60,0,2
12,RL,JOL D,F,70,1,2
12,RL,JOL D,F,80,0,2
12,RL,JOL D,F,60,1,2
12,RL,JOL D,F,70,1,2
12,RL,JOL D,S,70,1,2
12,RL,JOL D,S,0,1,2
12,RL,JOL D,S,70,1,2
12,RL,JOL D,S,70,0,2
12,RL,JOL D,S,80,1,2
12,RL,JOL D,S,60,1,2
12,RL,JOL D,S,70,1,2
12,RL,JOL D,S,80,1,2
12,RL,JOL D,S,60,1,2
12,RL,JOL D,S,90,1,2
12,RL,JOL D,S,70,0,2
12,RL,JOL D,S,50,1,2
12,RL,JOL D,S,70,0,2
12,RL,JOL D,S,100,1,2
12,RL,JOL D,S,40,0,2
12,RL,JOL D,S,60,1,2
12,RL,JOL D,S,80,1,2
12,RL,JOL D,S,80,0,2
12,RL,JOL D,S,70,1,2
12,RL,JOL D,S,80,1,2
12,RL,JOL D,U,30,0,2
12,RL,JOL D,U,70,1,2
12,RL,JOL D,U,30,0,2
12,RL,JOL D,U,40,0,2
12,RL,JOL D,U,40,0,2
12,RL,JOL D,U,20,0,2
12,RL,JOL D,U,80,0,2
12,RL,JOL D,U,50,0,2
12,RL,JOL D,U,60,0,2
12,RL,JOL D,U,50,0,2
12,RL,JOL D,U,50,0,2
12,RL,JOL D,U,50,0,2
12,RL,JOL D,U,40,0,2
12,RL,JOL D,U,20,0,2
12,RL,JOL D,U,30,0,2
12,RL,JOL D,U,60,0,2
12,RL,JOL D,U,50,0,2
12,RL,JOL D,U,60,1,2
12,RL,JOL D,U,40,0,2
12,RL,JOL D,U,60,0,2
13,READ,JOL A,F,56,0,2
13,READ,JOL A,F,68,1,2
13,READ,JOL A,F,66,0,2
13,READ,JOL A,F,47,0,2
13,READ,JOL A,F,67,0,2
13,READ,JOL A,F,40,0,2
13,READ,JOL A,F,77,0,2
13,READ,JOL A,F,57,1,2
13,READ,JOL A,F,69,0,2
13,READ,JOL A,F,55,0,2
13,READ,JOL A,F,46,0,2
13,READ,JOL A,F,49,0,2
13,READ,JOL A,F,64,0,2
13,READ,JOL A,F,7,1,2
13,READ,JOL A,F,79,0,2
13,READ,JOL A,F,73,0,2
13,READ,JOL A,F,57,1,2
13,READ,JOL A,F,85,1,2
13,READ,JOL A,F,66,0,2
13,READ,JOL A,F,89,0,2
13,READ,JOL A,B,60,0,2
13,READ,JOL A,B,76,0,2
13,READ,JOL A,B,76,0,2
13,READ,JOL A,B,55,0,2
13,READ,JOL A,B,79,0,2
13,READ,JOL A,B,98,1,2
13,READ,JOL A,B,64,0,2
13,READ,JOL A,B,87,0,2
13,READ,JOL A,B,68,0,2
13,READ,JOL A,B,39,0,2
13,READ,JOL A,B,47,0,2
13,READ,JOL A,B,70,0,2
13,READ,JOL A,B,69,0,2
13,READ,JOL A,B,77,0,2
13,READ,JOL A,B,97,0,2
13,READ,JOL A,B,88,0,2
13,READ,JOL A,B,55,0,2
13,READ,JOL A,B,68,0,2
13,READ,JOL A,B,75,0,2
13,READ,JOL A,B,74,0,2
13,READ,JOL A,S,67,1,2
13,READ,JOL A,S,74,0,2
13,READ,JOL A,S,35,0,2
13,READ,JOL A,S,77,0,2
13,READ,JOL A,S,90,1,2
13,READ,JOL A,S,65,0,2
13,READ,JOL A,S,45,0,2
13,READ,JOL A,S,68,1,2
13,READ,JOL A,S,89,0,2
13,READ,JOL A,S,78,0,2
13,READ,JOL A,S,56,0,2
13,READ,JOL A,S,45,0,2
13,READ,JOL A,S,35,0,2
13,READ,JOL A,S,NA,1,2
13,READ,JOL A,S,65,0,2
13,READ,JOL A,S,56,1,2
13,READ,JOL A,S,34,1,2
13,READ,JOL A,S,56,1,2
13,READ,JOL A,S,65,0,2
13,READ,JOL A,S,45,0,2
13,READ,JOL A,U,23,0,2
13,READ,JOL A,U,65,0,2
13,READ,JOL A,U,75,0,2
13,READ,JOL A,U,67,0,2
13,READ,JOL A,U,65,0,2
13,READ,JOL A,U,58,0,2
13,READ,JOL A,U,56,0,2
13,READ,JOL A,U,45,0,2
13,READ,JOL A,U,45,0,2
13,READ,JOL A,U,54,0,2
13,READ,JOL A,U,56,0,2
13,READ,JOL A,U,55,0,2
13,READ,JOL A,U,76,0,2
13,READ,JOL A,U,NA,0,2
13,READ,JOL A,U,78,0,2
13,READ,JOL A,U,34,0,2
13,READ,JOL A,U,30,0,2
13,READ,JOL A,U,65,0,2
13,READ,JOL A,U,34,0,2
13,READ,JOL A,U,78,0,2
14,READ,JOL B,F,45,0,2
14,READ,JOL B,F,0,1,2
14,READ,JOL B,F,10,1,2
14,READ,JOL B,F,76,1,2
14,READ,JOL B,F,60,1,2
14,READ,JOL B,F,20,1,2
14,READ,JOL B,F,100,1,2
14,READ,JOL B,F,25,1,2
14,READ,JOL B,F,89,1,2
14,READ,JOL B,F,46,0,2
14,READ,JOL B,F,90,1,2
14,READ,JOL B,F,60,1,2
14,READ,JOL B,F,50,1,2
14,READ,JOL B,F,48,1,2
14,READ,JOL B,F,50,0,2
14,READ,JOL B,F,0,1,2
14,READ,JOL B,F,30,0,2
14,READ,JOL B,F,50,1,2
14,READ,JOL B,F,40,1,2
14,READ,JOL B,F,40,1,2
14,READ,JOL B,B,75,1,2
14,READ,JOL B,B,60,1,2
14,READ,JOL B,B,0,0,2
14,READ,JOL B,B,78,0,2
14,READ,JOL B,B,10,0,2
14,READ,JOL B,B,0,0,2
14,READ,JOL B,B,20,1,2
14,READ,JOL B,B,100,0,2
14,READ,JOL B,B,70,1,2
14,READ,JOL B,B,60,1,2
14,READ,JOL B,B,40,0,2
14,READ,JOL B,B,100,0,2
14,READ,JOL B,B,85,0,2
14,READ,JOL B,B,70,0,2
14,READ,JOL B,B,NA,0,2
14,READ,JOL B,B,100,0,2
14,READ,JOL B,B,78,0,2
14,READ,JOL B,B,65,1,2
14,READ,JOL B,B,90,0,2
14,READ,JOL B,B,5,1,2
14,READ,JOL B,S,90,1,2
14,READ,JOL B,S,60,1,2
14,READ,JOL B,S,100,1,2
14,READ,JOL B,S,100,1,2
14,READ,JOL B,S,30,0,2
14,READ,JOL B,S,25,1,2
14,READ,JOL B,S,70,1,2
14,READ,JOL B,S,100,1,2
14,READ,JOL B,S,15,1,2
14,READ,JOL B,S,20,0,2
14,READ,JOL B,S,80,1,2
14,READ,JOL B,S,60,1,2
14,READ,JOL B,S,30,0,2
14,READ,JOL B,S,NA,0,2
14,READ,JOL B,S,0,0,2
14,READ,JOL B,S,55,1,2
14,READ,JOL B,S,100,1,2
14,READ,JOL B,S,40,1,2
14,READ,JOL B,S,50,1,2
14,READ,JOL B,S,75,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,10,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,2,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,5,1,2
14,READ,JOL B,U,2,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,0,1,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,2,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,0,0,2
14,READ,JOL B,U,1,0,2
14,READ,JOL B,U,10,0,2
14,READ,JOL B,U,0,1,2
14,READ,JOL B,U,0,0,2
15,READ,JOL C,F,90,0,2
15,READ,JOL C,F,80,0,2
15,READ,JOL C,F,65,0,2
15,READ,JOL C,F,20,0,2
15,READ,JOL C,F,50,0,2
15,READ,JOL C,F,95,0,2
15,READ,JOL C,F,50,0,2
15,READ,JOL C,F,75,1,2
15,READ,JOL C,F,35,0,2
15,READ,JOL C,F,96,0,2
15,READ,JOL C,F,30,0,2
15,READ,JOL C,F,95,0,2
15,READ,JOL C,F,80,0,2
15,READ,JOL C,F,90,1,2
15,READ,JOL C,F,95,0,2
15,READ,JOL C,F,95,0,2
15,READ,JOL C,F,80,0,2
15,READ,JOL C,F,80,0,2
15,READ,JOL C,F,15,0,2
15,READ,JOL C,F,95,1,2
15,READ,JOL C,B,25,0,2
15,READ,JOL C,B,65,1,2
15,READ,JOL C,B,50,1,2
15,READ,JOL C,B,10,0,2
15,READ,JOL C,B,80,0,2
15,READ,JOL C,B,80,0,2
15,READ,JOL C,B,95,0,2
15,READ,JOL C,B,80,1,2
15,READ,JOL C,B,100,0,2
15,READ,JOL C,B,95,1,2
15,READ,JOL C,B,20,0,2
15,READ,JOL C,B,50,1,2
15,READ,JOL C,B,65,1,2
15,READ,JOL C,B,45,1,2
15,READ,JOL C,B,85,1,2
15,READ,JOL C,B,80,0,2
15,READ,JOL C,B,95,0,2
15,READ,JOL C,B,75,1,2
15,READ,JOL C,B,80,1,2
15,READ,JOL C,B,80,0,2
15,READ,JOL C,S,100,1,2
15,READ,JOL C,S,95,0,2
15,READ,JOL C,S,95,0,2
15,READ,JOL C,S,90,0,2
15,READ,JOL C,S,100,1,2
15,READ,JOL C,S,70,1,2
15,READ,JOL C,S,100,0,2
15,READ,JOL C,S,30,0,2
15,READ,JOL C,S,100,1,2
15,READ,JOL C,S,80,1,2
15,READ,JOL C,S,100,1,2
15,READ,JOL C,S,90,1,2
15,READ,JOL C,S,95,0,2
15,READ,JOL C,S,100,0,2
15,READ,JOL C,S,100,1,2
15,READ,JOL C,S,95,1,2
15,READ,JOL C,S,90,0,2
15,READ,JOL C,S,95,0,2
15,READ,JOL C,S,100,0,2
15,READ,JOL C,S,100,1,2
15,READ,JOL C,U,NA,0,2
15,READ,JOL C,U,4,0,2
15,READ,JOL C,U,20,0,2
15,READ,JOL C,U,20,0,2
15,READ,JOL C,U,5,0,2
15,READ,JOL C,U,10,0,2
15,READ,JOL C,U,10,0,2
15,READ,JOL C,U,15,0,2
15,READ,JOL C,U,5,0,2
15,READ,JOL C,U,50,0,2
15,READ,JOL C,U,30,0,2
15,READ,JOL C,U,60,1,2
15,READ,JOL C,U,5,0,2
15,READ,JOL C,U,30,0,2
15,READ,JOL C,U,30,0,2
15,READ,JOL C,U,5,0,2
15,READ,JOL C,U,0,0,2
15,READ,JOL C,U,5,0,2
15,READ,JOL C,U,30,0,2
15,READ,JOL C,U,15,0,2
16,READ,JOL D,B,20,0,2
16,READ,JOL D,B,30,0,2
16,READ,JOL D,B,50,0,2
16,READ,JOL D,B,100,0,2
16,READ,JOL D,B,50,0,2
16,READ,JOL D,B,30,0,2
16,READ,JOL D,B,100,0,2
16,READ,JOL D,B,100,0,2
16,READ,JOL D,B,30,1,2
16,READ,JOL D,B,50,0,2
16,READ,JOL D,B,80,1,2
16,READ,JOL D,B,70,0,2
16,READ,JOL D,B,100,1,2
16,READ,JOL D,B,30,0,2
16,READ,JOL D,B,50,0,2
16,READ,JOL D,B,100,0,2
16,READ,JOL D,B,50,0,2
16,READ,JOL D,B,50,1,2
16,READ,JOL D,B,100,0,2
16,READ,JOL D,B,100,1,2
16,READ,JOL D,F,30,1,2
16,READ,JOL D,F,100,1,2
16,READ,JOL D,F,30,1,2
16,READ,JOL D,F,100,1,2
16,READ,JOL D,F,60,1,2
16,READ,JOL D,F,30,0,2
16,READ,JOL D,F,0,0,2
16,READ,JOL D,F,30,1,2
16,READ,JOL D,F,80,0,2
16,READ,JOL D,F,20,0,2
16,READ,JOL D,F,60,1,2
16,READ,JOL D,F,50,1,2
16,READ,JOL D,F,50,1,2
16,READ,JOL D,F,30,0,2
16,READ,JOL D,F,100,1,2
16,READ,JOL D,F,50,1,2
16,READ,JOL D,F,50,1,2
16,READ,JOL D,F,100,0,2
16,READ,JOL D,F,100,1,2
16,READ,JOL D,F,100,1,2
16,READ,JOL D,S,80,1,2
16,READ,JOL D,S,100,1,2
16,READ,JOL D,S,80,1,2
16,READ,JOL D,S,80,1,2
16,READ,JOL D,S,70,0,2
16,READ,JOL D,S,30,1,2
16,READ,JOL D,S,50,1,2
16,READ,JOL D,S,30,0,2
16,READ,JOL D,S,80,0,2
16,READ,JOL D,S,100,1,2
16,READ,JOL D,S,80,1,2
16,READ,JOL D,S,80,0,2
16,READ,JOL D,S,10,0,2
16,READ,JOL D,S,60,0,2
16,READ,JOL D,S,80,1,2
16,READ,JOL D,S,70,1,2
16,READ,JOL D,S,40,1,2
16,READ,JOL D,S,10,0,2
16,READ,JOL D,S,100,1,2
16,READ,JOL D,S,30,1,2
16,READ,JOL D,U,1,0,2
16,READ,JOL D,U,50,1,2
16,READ,JOL D,U,10,1,2
16,READ,JOL D,U,303,0,2
16,READ,JOL D,U,20,0,2
16,READ,JOL D,U,30,0,2
16,READ,JOL D,U,30,0,2
16,READ,JOL D,U,10,0,2
16,READ,JOL D,U,1,0,2
16,READ,JOL D,U,20,0,2
16,READ,JOL D,U,10,0,2
16,READ,JOL D,U,10,0,2
16,READ,JOL D,U,1,0,2
16,READ,JOL D,U,10,0,2
16,READ,JOL D,U,1,0,2
16,READ,JOL D,U,1,1,2
16,READ,JOL D,U,10,0,2
16,READ,JOL D,U,30,0,2
16,READ,JOL D,U,1,0,2
16,READ,JOL D,U,1,0,2
17,IS,JOL A,F,50,1,2
17,IS,JOL A,F,50,1,2
17,IS,JOL A,F,30,1,2
17,IS,JOL A,F,40,1,2
17,IS,JOL A,F,10,1,2
17,IS,JOL A,F,40,1,2
17,IS,JOL A,F,30,0,2
17,IS,JOL A,F,70,1,2
17,IS,JOL A,F,40,1,2
17,IS,JOL A,F,NA,1,2
17,IS,JOL A,F,30,0,2
17,IS,JOL A,F,40,1,2
17,IS,JOL A,F,30,1,2
17,IS,JOL A,F,60,1,2
17,IS,JOL A,F,60,1,2
17,IS,JOL A,F,60,1,2
17,IS,JOL A,F,60,1,2
17,IS,JOL A,F,80,1,2
17,IS,JOL A,F,20,1,2
17,IS,JOL A,F,50,1,2
17,IS,JOL A,B,50,1,2
17,IS,JOL A,B,30,1,2
17,IS,JOL A,B,40,1,2
17,IS,JOL A,B,40,0,2
17,IS,JOL A,B,20,1,2
17,IS,JOL A,B,40,1,2
17,IS,JOL A,B,30,1,2
17,IS,JOL A,B,50,1,2
17,IS,JOL A,B,50,1,2
17,IS,JOL A,B,10,1,2
17,IS,JOL A,B,30,1,2
17,IS,JOL A,B,3,1,2
17,IS,JOL A,B,40,0,2
17,IS,JOL A,B,30,1,2
17,IS,JOL A,B,50,1,2
17,IS,JOL A,B,40,1,2
17,IS,JOL A,B,50,1,2
17,IS,JOL A,B,50,1,2
17,IS,JOL A,B,70,1,2
17,IS,JOL A,B,20,1,2
17,IS,JOL A,S,70,1,2
17,IS,JOL A,S,50,1,2
17,IS,JOL A,S,60,0,2
17,IS,JOL A,S,50,1,2
17,IS,JOL A,S,80,1,2
17,IS,JOL A,S,40,1,2
17,IS,JOL A,S,70,1,2
17,IS,JOL A,S,80,1,2
17,IS,JOL A,S,60,1,2
17,IS,JOL A,S,40,1,2
17,IS,JOL A,S,50,1,2
17,IS,JOL A,S,60,1,2
17,IS,JOL A,S,60,1,2
17,IS,JOL A,S,60,1,2
17,IS,JOL A,S,70,1,2
17,IS,JOL A,S,90,1,2
17,IS,JOL A,S,50,1,2
17,IS,JOL A,S,80,1,2
17,IS,JOL A,S,60,0,2
17,IS,JOL A,S,75,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,10,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,20,1,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,40,0,2
17,IS,JOL A,U,30,1,2
17,IS,JOL A,U,10,1,2
17,IS,JOL A,U,30,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,30,0,2
17,IS,JOL A,U,10,0,2
17,IS,JOL A,U,10,0,2
17,IS,JOL A,U,20,0,2
17,IS,JOL A,U,30,1,2
17,IS,JOL A,U,10,1,2
18,IS,JOL B,F,65,1,2
18,IS,JOL B,F,80,0,2
18,IS,JOL B,F,65,1,2
18,IS,JOL B,F,70,1,2
18,IS,JOL B,F,80,0,2
18,IS,JOL B,F,70,1,2
18,IS,JOL B,F,90,0,2
18,IS,JOL B,F,70,1,2
18,IS,JOL B,F,80,1,2
18,IS,JOL B,F,40,1,2
18,IS,JOL B,F,90,1,2
18,IS,JOL B,F,50,1,2
18,IS,JOL B,F,60,1,2
18,IS,JOL B,F,70,1,2
18,IS,JOL B,F,60,1,2
18,IS,JOL B,F,80,1,2
18,IS,JOL B,F,70,1,2
18,IS,JOL B,F,85,0,2
18,IS,JOL B,F,60,1,2
18,IS,JOL B,F,70,1,2
18,IS,JOL B,B,50,1,2
18,IS,JOL B,B,80,0,2
18,IS,JOL B,B,70,0,2
18,IS,JOL B,B,60,0,2
18,IS,JOL B,B,80,1,2
18,IS,JOL B,B,20,0,2
18,IS,JOL B,B,7,1,2
18,IS,JOL B,B,80,1,2
18,IS,JOL B,B,70,0,2
18,IS,JOL B,B,90,1,2
18,IS,JOL B,B,70,0,2
18,IS,JOL B,B,80,0,2
18,IS,JOL B,B,50,0,2
18,IS,JOL B,B,60,0,2
18,IS,JOL B,B,75,1,2
18,IS,JOL B,B,80,0,2
18,IS,JOL B,B,70,1,2
18,IS,JOL B,B,80,0,2
18,IS,JOL B,B,70,1,2
18,IS,JOL B,B,70,1,2
18,IS,JOL B,S,65,1,2
18,IS,JOL B,S,60,0,2
18,IS,JOL B,S,60,1,2
18,IS,JOL B,S,75,1,2
18,IS,JOL B,S,90,1,2
18,IS,JOL B,S,60,1,2
18,IS,JOL B,S,70,1,2
18,IS,JOL B,S,50,1,2
18,IS,JOL B,S,50,1,2
18,IS,JOL B,S,70,1,2
18,IS,JOL B,S,60,1,2
18,IS,JOL B,S,80,1,2
18,IS,JOL B,S,80,0,2
18,IS,JOL B,S,70,1,2
18,IS,JOL B,S,70,1,2
18,IS,JOL B,S,50,1,2
18,IS,JOL B,S,80,1,2
18,IS,JOL B,S,70,1,2
18,IS,JOL B,S,40,1,2
18,IS,JOL B,S,70,1,2
18,IS,JOL B,U,70,0,2
18,IS,JOL B,U,60,0,2
18,IS,JOL B,U,767,0,2
18,IS,JOL B,U,50,0,2
18,IS,JOL B,U,60,0,2
18,IS,JOL B,U,50,0,2
18,IS,JOL B,U,40,0,2
18,IS,JOL B,U,70,0,2
18,IS,JOL B,U,70,0,2
18,IS,JOL B,U,50,0,2
18,IS,JOL B,U,70,0,2
18,IS,JOL B,U,70,0,2
18,IS,JOL B,U,80,0,2
18,IS,JOL B,U,40,0,2
18,IS,JOL B,U,60,0,2
18,IS,JOL B,U,80,0,2
18,IS,JOL B,U,70,0,2
18,IS,JOL B,U,60,0,2
18,IS,JOL B,U,70,1,2
18,IS,JOL B,U,50,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,1,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,1,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,1,2
19,IS,JOL C,F,100,1,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,1,2
19,IS,JOL C,F,10,1,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,1,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,F,100,0,2
19,IS,JOL C,B,100,0,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,0,2
19,IS,JOL C,B,100,0,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,0,2
19,IS,JOL C,B,50,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,1000,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,0,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,B,100,1,2
19,IS,JOL C,S,50,0,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,NA,1,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,10,0,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,0,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,S,100,1,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,100,0,2
19,IS,JOL C,U,100,1,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,100,1,2
19,IS,JOL C,U,50,0,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,100,1,2
19,IS,JOL C,U,100,0,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,50,0,2
19,IS,JOL C,U,NA,1,2
19,IS,JOL C,U,25,0,2
19,IS,JOL C,U,25,0,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,0,0,2
19,IS,JOL C,U,NA,0,2
19,IS,JOL C,U,25,1,2
20,IS,JOL D,B,100,0,2
20,IS,JOL D,B,10,0,2
20,IS,JOL D,B,100,0,2
20,IS,JOL D,B,50,0,2
20,IS,JOL D,B,40,0,2
20,IS,JOL D,B,50,1,2
20,IS,JOL D,B,100,0,2
20,IS,JOL D,B,50,0,2
20,IS,JOL D,B,50,1,2
20,IS,JOL D,B,100,0,2
20,IS,JOL D,B,100,0,2
20,IS,JOL D,B,30,0,2
20,IS,JOL D,B,20,1,2
20,IS,JOL D,B,100,0,2
20,IS,JOL D,B,50,0,2
20,IS,JOL D,B,50,1,2
20,IS,JOL D,B,100,1,2
20,IS,JOL D,B,50,0,2
20,IS,JOL D,B,50,0,2
20,IS,JOL D,B,100,1,2
