"ExperimentName","Subject","Block","Direction","JOL","RT","Recall","type"
"READ_JOL D",76,2,"B",100,3988,100,"READ"
"READ_JOL D",76,2,"F",20,3961,0,"READ"
"READ_JOL D",76,2,"F",100,1766,100,"READ"
"READ_JOL D",76,2,"F",0,2145,0,"READ"
"READ_JOL D",76,2,"F",0,5090,0,"READ"
"READ_JOL D",76,2,"F",100,2656,0,"READ"
"READ_JOL D",76,2,"F",0,4390,0,"READ"
"READ_JOL D",76,2,"F",100,4075,0,"READ"
"READ_JOL D",76,2,"F",100,6250,100,"READ"
"READ_JOL D",76,2,"F",0,4731,0,"READ"
"READ_JOL D",76,2,"F",0,4129,0,"READ"
"READ_JOL D",76,2,"F",100,3389,0,"READ"
"READ_JOL D",76,2,"F",100,3820,100,"READ"
"READ_JOL D",76,2,"F",100,6836,100,"READ"
"READ_JOL D",76,2,"F",0,3054,0,"READ"
"READ_JOL D",76,2,"F",30,5084,0,"READ"
"READ_JOL D",76,2,"F",100,3064,0,"READ"
"READ_JOL D",76,2,"F",0,3341,0,"READ"
"READ_JOL D",76,2,"F",100,3795,0,"READ"
"READ_JOL D",76,2,"F",100,7304,0,"READ"
"READ_JOL D",76,2,"F",0,3797,0,"READ"
"READ_JOL D",76,2,"S",100,3115,100,"READ"
"READ_JOL D",76,2,"S",100,4718,0,"READ"
"READ_JOL D",76,2,"S",100,2047,0,"READ"
"READ_JOL D",76,2,"S",100,3059,0,"READ"
"READ_JOL D",76,2,"S",100,3797,0,"READ"
"READ_JOL D",76,2,"S",100,2261,0,"READ"
"READ_JOL D",76,2,"S",100,1807,0,"READ"
"READ_JOL D",76,2,"S",100,3902,100,"READ"
"READ_JOL D",76,2,"S",100,2090,0,"READ"
"READ_JOL D",76,2,"S",100,5300,0,"READ"
"READ_JOL D",76,2,"S",100,2928,100,"READ"
"READ_JOL D",76,2,"S",100,4021,100,"READ"
"READ_JOL D",76,2,"S",100,4516,0,"READ"
"READ_JOL D",76,2,"S",100,28151,100,"READ"
"READ_JOL D",76,2,"S",100,2915,0,"READ"
"READ_JOL D",76,2,"S",100,7128,0,"READ"
"READ_JOL D",76,2,"S",100,3988,0,"READ"
"READ_JOL D",76,2,"S",100,11072,0,"READ"
"READ_JOL D",76,2,"S",100,2818,100,"READ"
"READ_JOL D",76,2,"S",100,4064,0,"READ"
"READ_JOL D",76,2,"U",20,37731,0,"READ"
"READ_JOL D",76,2,"U",0,14924,0,"READ"
"READ_JOL D",76,2,"U",0,6183,0,"READ"
"READ_JOL D",76,2,"U",0,6264,0,"READ"
"READ_JOL D",76,2,"U",0,3743,0,"READ"
"READ_JOL D",76,2,"U",0,9364,0,"READ"
"READ_JOL D",76,2,"U",0,13855,0,"READ"
"READ_JOL D",76,2,"U",0,2150,0,"READ"
"READ_JOL D",76,2,"U",0,2521,0,"READ"
"READ_JOL D",76,2,"U",0,1480,0,"READ"
"READ_JOL D",76,2,"U",100,5900,0,"READ"
"READ_JOL D",76,2,"U",0,1937,0,"READ"
"READ_JOL D",76,2,"U",20,2843,0,"READ"
"READ_JOL D",76,2,"U",0,1764,0,"READ"
"READ_JOL D",76,2,"U",0,8375,0,"READ"
"READ_JOL D",76,2,"U",0,3650,0,"READ"
"READ_JOL D",76,2,"U",0,3125,0,"READ"
"READ_JOL D",76,2,"U",0,6175,0,"READ"
"READ_JOL D",76,2,"U",0,3439,0,"READ"
"READ_JOL D",76,2,"U",80,4371,0,"READ"
"READ_JOL A",85,1,"F",90,2000,100,"READ"
"READ_JOL A",85,1,"F",90,4708,0,"READ"
"READ_JOL A",85,1,"F",90,1307,100,"READ"
"READ_JOL A",85,1,"F",0,7325,0,"READ"
"READ_JOL A",85,1,"F",0,12881,100,"READ"
"READ_JOL A",85,1,"F",90,4172,100,"READ"
"READ_JOL A",85,1,"F",90,2144,0,"READ"
"READ_JOL A",85,1,"F",0,1060,0,"READ"
"READ_JOL A",85,1,"F",0,3569,100,"READ"
"READ_JOL A",85,1,"F",0,1637,100,"READ"
"READ_JOL A",85,1,"F",100,2490,100,"READ"
"READ_JOL A",85,1,"F",90,5288,100,"READ"
"READ_JOL A",85,1,"F",80,5379,100,"READ"
"READ_JOL A",85,1,"F",0,1386,100,"READ"
"READ_JOL A",85,1,"F",90,3460,100,"READ"
"READ_JOL A",85,1,"F",90,2811,100,"READ"
"READ_JOL A",85,1,"F",0,1742,100,"READ"
"READ_JOL A",85,1,"F",100,3437,100,"READ"
"READ_JOL A",85,1,"F",90,3126,100,"READ"
"READ_JOL A",85,1,"F",90,4956,100,"READ"
"READ_JOL A",85,1,"B",100,11060,0,"READ"
"READ_JOL A",85,1,"B",90,1839,0,"READ"
"READ_JOL A",85,1,"B",90,2649,0,"READ"
"READ_JOL A",85,1,"B",0,3618,0,"READ"
"READ_JOL A",85,1,"B",100,5920,0,"READ"
"READ_JOL A",85,1,"B",80,3723,100,"READ"
"READ_JOL A",85,1,"B",50,6944,100,"READ"
"READ_JOL A",85,1,"B",90,2195,0,"READ"
"READ_JOL A",85,1,"B",90,2188,100,"READ"
"READ_JOL A",85,1,"B",0,2930,0,"READ"
"READ_JOL A",85,1,"B",0,3314,0,"READ"
"READ_JOL A",85,1,"B",90,6363,0,"READ"
"READ_JOL A",85,1,"B",0,10656,0,"READ"
"READ_JOL A",85,1,"B",90,2329,100,"READ"
"READ_JOL A",85,1,"B",0,1807,100,"READ"
"READ_JOL A",85,1,"B",0,1577,0,"READ"
"READ_JOL A",85,1,"B",90,3959,0,"READ"
"READ_JOL A",85,1,"B",100,10221,0,"READ"
"READ_JOL A",85,1,"B",90,3385,0,"READ"
"READ_JOL A",85,1,"B",0,1505,0,"READ"
"READ_JOL A",85,1,"S",100,10532,100,"READ"
"READ_JOL A",85,1,"S",90,6586,0,"READ"
"READ_JOL A",85,1,"S",30,6265,100,"READ"
"READ_JOL A",85,1,"S",90,11329,0,"READ"
"READ_JOL A",85,1,"S",95,4721,100,"READ"
"READ_JOL A",85,1,"S",50,6372,0,"READ"
"READ_JOL A",85,1,"S",90,6855,100,"READ"
"READ_JOL A",85,1,"S",90,4409,0,"READ"
"READ_JOL A",85,1,"S",100,11114,100,"READ"
"READ_JOL A",85,1,"S",50,4387,0,"READ"
"READ_JOL A",85,1,"S",100,8619,0,"READ"
"READ_JOL A",85,1,"S",100,2284,100,"READ"
"READ_JOL A",85,1,"S",100,2146,100,"READ"
"READ_JOL A",85,1,"S",90,3445,100,"READ"
"READ_JOL A",85,1,"S",100,16851,0,"READ"
"READ_JOL A",85,1,"S",100,2991,100,"READ"
"READ_JOL A",85,1,"S",9,3994,0,"READ"
"READ_JOL A",85,1,"S",80,4937,100,"READ"
"READ_JOL A",85,1,"S",80,8657,100,"READ"
"READ_JOL A",85,1,"S",90,9546,0,"READ"
"READ_JOL A",85,1,"U",0,12061,0,"READ"
"READ_JOL A",85,1,"U",2,5117,0,"READ"
"READ_JOL A",85,1,"U",0,1315,100,"READ"
"READ_JOL A",85,1,"U",0,5011,100,"READ"
"READ_JOL A",85,1,"U",0,8018,0,"READ"
"READ_JOL A",85,1,"U",0,9792,0,"READ"
"READ_JOL A",85,1,"U",0,8327,0,"READ"
"READ_JOL A",85,1,"U",0,4774,0,"READ"
"READ_JOL A",85,1,"U",0,2311,0,"READ"
"READ_JOL A",85,1,"U",0,2470,100,"READ"
"READ_JOL A",85,1,"U",0,1623,0,"READ"
"READ_JOL A",85,1,"U",0,5563,0,"READ"
"READ_JOL A",85,1,"U",0,1439,0,"READ"
"READ_JOL A",85,1,"U",0,1886,100,"READ"
"READ_JOL A",85,1,"U",0,3045,0,"READ"
"READ_JOL A",85,1,"U",0,1512,0,"READ"
"READ_JOL A",85,1,"U",0,2888,0,"READ"
"READ_JOL A",85,1,"U",0,2378,0,"READ"
"READ_JOL A",85,1,"U",0,3674,100,"READ"
"READ_JOL A",85,1,"U",0,3179,0,"READ"
"READ_JOL A",85,2,"F",90,2284,100,"READ"
"READ_JOL A",85,2,"F",90,1440,100,"READ"
"READ_JOL A",85,2,"F",0,10557,100,"READ"
"READ_JOL A",85,2,"F",90,1823,0,"READ"
"READ_JOL A",85,2,"F",90,2205,100,"READ"
"READ_JOL A",85,2,"F",90,2079,100,"READ"
"READ_JOL A",85,2,"F",90,2190,0,"READ"
"READ_JOL A",85,2,"F",90,2722,0,"READ"
"READ_JOL A",85,2,"F",0,1550,100,"READ"
"READ_JOL A",85,2,"F",90,1457,100,"READ"
"READ_JOL A",85,2,"F",90,2157,100,"READ"
"READ_JOL A",85,2,"F",90,1586,0,"READ"
"READ_JOL A",85,2,"F",0,1502,100,"READ"
"READ_JOL A",85,2,"F",90,1345,100,"READ"
"READ_JOL A",85,2,"F",90,3303,100,"READ"
"READ_JOL A",85,2,"F",90,1290,0,"READ"
"READ_JOL A",85,2,"F",0,4011,100,"READ"
"READ_JOL A",85,2,"F",90,1758,100,"READ"
"READ_JOL A",85,2,"F",90,1572,100,"READ"
"READ_JOL A",85,2,"F",90,1567,100,"READ"
"READ_JOL A",85,2,"B",90,2221,100,"READ"
"READ_JOL A",85,2,"B",90,2767,0,"READ"
"READ_JOL A",85,2,"B",90,1354,0,"READ"
"READ_JOL A",85,2,"B",90,1675,0,"READ"
"READ_JOL A",85,2,"B",0,1335,0,"READ"
"READ_JOL A",85,2,"B",0,2915,100,"READ"
"READ_JOL A",85,2,"B",0,2016,100,"READ"
"READ_JOL A",85,2,"B",90,4524,0,"READ"
"READ_JOL A",85,2,"B",90,1772,100,"READ"
"READ_JOL A",85,2,"B",90,2445,100,"READ"
"READ_JOL A",85,2,"B",0,2295,0,"READ"
"READ_JOL A",85,2,"B",90,3241,0,"READ"
"READ_JOL A",85,2,"B",90,6517,100,"READ"
"READ_JOL A",85,2,"B",90,2116,100,"READ"
"READ_JOL A",85,2,"B",90,1895,0,"READ"
"READ_JOL A",85,2,"B",90,2055,100,"READ"
"READ_JOL A",85,2,"B",0,1849,0,"READ"
"READ_JOL A",85,2,"B",90,2577,100,"READ"
"READ_JOL A",85,2,"B",90,1498,0,"READ"
"READ_JOL A",85,2,"B",0,2191,0,"READ"
"READ_JOL A",85,2,"S",90,2769,100,"READ"
"READ_JOL A",85,2,"S",90,2730,100,"READ"
"READ_JOL A",85,2,"S",90,1386,100,"READ"
"READ_JOL A",85,2,"S",90,1460,100,"READ"
"READ_JOL A",85,2,"S",90,1759,0,"READ"
"READ_JOL A",85,2,"S",0,3861,100,"READ"
"READ_JOL A",85,2,"S",90,1817,100,"READ"
"READ_JOL A",85,2,"S",90,1234,100,"READ"
"READ_JOL A",85,2,"S",90,5119,0,"READ"
"READ_JOL A",85,2,"S",90,1301,100,"READ"
"READ_JOL A",85,2,"S",90,4359,100,"READ"
"READ_JOL A",85,2,"S",90,7915,0,"READ"
"READ_JOL A",85,2,"S",90,1847,0,"READ"
"READ_JOL A",85,2,"S",90,6624,0,"READ"
"READ_JOL A",85,2,"S",90,1758,0,"READ"
"READ_JOL A",85,2,"S",90,2528,100,"READ"
"READ_JOL A",85,2,"S",90,1904,0,"READ"
"READ_JOL A",85,2,"S",0,1587,0,"READ"
"READ_JOL A",85,2,"S",90,2207,0,"READ"
"READ_JOL A",85,2,"S",90,1853,100,"READ"
"READ_JOL A",85,2,"U",0,1425,0,"READ"
"READ_JOL A",85,2,"U",90,4854,0,"READ"
"READ_JOL A",85,2,"U",0,2793,0,"READ"
"READ_JOL A",85,2,"U",0,3335,0,"READ"
"READ_JOL A",85,2,"U",0,1432,0,"READ"
"READ_JOL A",85,2,"U",0,1111,0,"READ"
"READ_JOL A",85,2,"U",0,1913,0,"READ"
"READ_JOL A",85,2,"U",90,3937,0,"READ"
"READ_JOL A",85,2,"U",0,2302,0,"READ"
"READ_JOL A",85,2,"U",0,2050,0,"READ"
"READ_JOL A",85,2,"U",0,1949,0,"READ"
"READ_JOL A",85,2,"U",0,2064,0,"READ"
"READ_JOL A",85,2,"U",0,1640,0,"READ"
"READ_JOL A",85,2,"U",0,1235,0,"READ"
"READ_JOL A",85,2,"U",90,1633,100,"READ"
"READ_JOL A",85,2,"U",0,1599,0,"READ"
"READ_JOL A",85,2,"U",0,2302,100,"READ"
"READ_JOL A",85,2,"U",0,2359,100,"READ"
"READ_JOL A",85,2,"U",0,2697,0,"READ"
"READ_JOL B",86,1,"F",90,3996,0,"READ"
"READ_JOL B",86,1,"F",70,3042,0,"READ"
"READ_JOL B",86,1,"F",50,2271,100,"READ"
"READ_JOL B",86,1,"F",100,2387,100,"READ"
"READ_JOL B",86,1,"F",100,2298,100,"READ"
"READ_JOL B",86,1,"F",50,3490,0,"READ"
"READ_JOL B",86,1,"F",80,3393,100,"READ"
"READ_JOL B",86,1,"F",100,2799,100,"READ"
"READ_JOL B",86,1,"F",100,2281,100,"READ"
"READ_JOL B",86,1,"F",100,3556,100,"READ"
"READ_JOL B",86,1,"F",100,2747,0,"READ"
"READ_JOL B",86,1,"F",100,3077,100,"READ"
"READ_JOL B",86,1,"F",50,3034,100,"READ"
"READ_JOL B",86,1,"F",80,3556,0,"READ"
"READ_JOL B",86,1,"F",70,3247,100,"READ"
"READ_JOL B",86,1,"F",100,2466,100,"READ"
"READ_JOL B",86,1,"F",80,2791,100,"READ"
"READ_JOL B",86,1,"F",90,2958,100,"READ"
"READ_JOL B",86,1,"F",100,2228,100,"READ"
"READ_JOL B",86,1,"F",100,3035,100,"READ"
"READ_JOL B",86,1,"B",50,2665,0,"READ"
"READ_JOL B",86,1,"B",70,3391,0,"READ"
"READ_JOL B",86,1,"B",100,2072,0,"READ"
"READ_JOL B",86,1,"B",80,4329,0,"READ"
"READ_JOL B",86,1,"B",80,2731,100,"READ"
"READ_JOL B",86,1,"B",70,3139,100,"READ"
"READ_JOL B",86,1,"B",50,2859,0,"READ"
"READ_JOL B",86,1,"B",100,2257,100,"READ"
"READ_JOL B",86,1,"B",100,2244,100,"READ"
"READ_JOL B",86,1,"B",60,3637,0,"READ"
"READ_JOL B",86,1,"B",50,3222,0,"READ"
"READ_JOL B",86,1,"B",100,2748,0,"READ"
"READ_JOL B",86,1,"B",100,2473,100,"READ"
"READ_JOL B",86,1,"B",80,3122,0,"READ"
"READ_JOL B",86,1,"B",60,2793,0,"READ"
"READ_JOL B",86,1,"B",100,2210,0,"READ"
"READ_JOL B",86,1,"B",100,2563,0,"READ"
"READ_JOL B",86,1,"B",100,2626,0,"READ"
"READ_JOL B",86,1,"B",100,2157,0,"READ"
"READ_JOL B",86,1,"B",60,2406,0,"READ"
"READ_JOL B",86,1,"S",100,1855,100,"READ"
"READ_JOL B",86,1,"S",80,3542,100,"READ"
"READ_JOL B",86,1,"S",100,2512,100,"READ"
"READ_JOL B",86,1,"S",100,1873,100,"READ"
"READ_JOL B",86,1,"S",100,3918,0,"READ"
"READ_JOL B",86,1,"S",70,2509,100,"READ"
"READ_JOL B",86,1,"S",50,2114,0,"READ"
"READ_JOL B",86,1,"S",100,1772,0,"READ"
"READ_JOL B",86,1,"S",100,3347,100,"READ"
"READ_JOL B",86,1,"S",90,3513,100,"READ"
"READ_JOL B",86,1,"S",100,2302,100,"READ"
"READ_JOL B",86,1,"S",100,2893,0,"READ"
"READ_JOL B",86,1,"S",50,4166,100,"READ"
"READ_JOL B",86,1,"S",100,2996,0,"READ"
"READ_JOL B",86,1,"S",80,3056,0,"READ"
"READ_JOL B",86,1,"S",90,2388,100,"READ"
"READ_JOL B",86,1,"S",100,2348,0,"READ"
"READ_JOL B",86,1,"S",50,3000,100,"READ"
"READ_JOL B",86,1,"S",70,4235,0,"READ"
"READ_JOL B",86,1,"S",100,2502,0,"READ"
"READ_JOL B",86,1,"U",0,2143,0,"READ"
"READ_JOL B",86,1,"U",30,3495,0,"READ"
"READ_JOL B",86,1,"U",0,1953,0,"READ"
"READ_JOL B",86,1,"U",0,1837,0,"READ"
"READ_JOL B",86,1,"U",0,2028,0,"READ"
"READ_JOL B",86,1,"U",0,1946,0,"READ"
"READ_JOL B",86,1,"U",0,3851,0,"READ"
"READ_JOL B",86,1,"U",30,3177,0,"READ"
"READ_JOL B",86,1,"U",0,3377,0,"READ"
"READ_JOL B",86,1,"U",0,2666,0,"READ"
"READ_JOL B",86,1,"U",0,2517,0,"READ"
"READ_JOL B",86,1,"U",30,3125,0,"READ"
"READ_JOL B",86,1,"U",0,1799,0,"READ"
"READ_JOL B",86,1,"U",0,3796,0,"READ"
"READ_JOL B",86,1,"U",80,2747,0,"READ"
"READ_JOL B",86,1,"U",0,2210,0,"READ"
"READ_JOL B",86,1,"U",50,3103,0,"READ"
"READ_JOL B",86,1,"U",0,1952,0,"READ"
"READ_JOL B",86,1,"U",0,2210,0,"READ"
"READ_JOL B",86,2,"F",80,2792,0,"READ"
"READ_JOL B",86,2,"F",100,1954,100,"READ"
"READ_JOL B",86,2,"F",90,2190,100,"READ"
"READ_JOL B",86,2,"F",80,5204,100,"READ"
"READ_JOL B",86,2,"F",100,1974,0,"READ"
"READ_JOL B",86,2,"F",100,2279,0,"READ"
"READ_JOL B",86,2,"F",80,2606,0,"READ"
"READ_JOL B",86,2,"F",80,2520,0,"READ"
"READ_JOL B",86,2,"F",100,1785,100,"READ"
"READ_JOL B",86,2,"F",100,2034,100,"READ"
"READ_JOL B",86,2,"F",80,2775,100,"READ"
"READ_JOL B",86,2,"F",100,2143,100,"READ"
"READ_JOL B",86,2,"F",100,3560,100,"READ"
"READ_JOL B",86,2,"F",80,4573,0,"READ"
"READ_JOL B",86,2,"F",100,2567,100,"READ"
"READ_JOL B",86,2,"F",100,4870,0,"READ"
"READ_JOL B",86,2,"F",100,1686,100,"READ"
"READ_JOL B",86,2,"F",100,1944,100,"READ"
"READ_JOL B",86,2,"F",100,4204,100,"READ"
"READ_JOL B",86,2,"F",100,2741,100,"READ"
"READ_JOL B",86,2,"B",50,2798,0,"READ"
"READ_JOL B",86,2,"B",70,2484,0,"READ"
"READ_JOL B",86,2,"B",100,2610,0,"READ"
"READ_JOL B",86,2,"B",80,1929,0,"READ"
"READ_JOL B",86,2,"B",80,1955,0,"READ"
"READ_JOL B",86,2,"B",100,1847,100,"READ"
"READ_JOL B",86,2,"B",50,2334,0,"READ"
"READ_JOL B",86,2,"B",100,3813,0,"READ"
"READ_JOL B",86,2,"B",100,1806,100,"READ"
"READ_JOL B",86,2,"B",70,2356,100,"READ"
"READ_JOL B",86,2,"B",50,2410,0,"READ"
"READ_JOL B",86,2,"B",100,2962,100,"READ"
"READ_JOL B",86,2,"B",50,2604,0,"READ"
"READ_JOL B",86,2,"B",90,2489,0,"READ"
"READ_JOL B",86,2,"B",1,2233,0,"READ"
"READ_JOL B",86,2,"B",100,2712,0,"READ"
"READ_JOL B",86,2,"B",100,2208,100,"READ"
"READ_JOL B",86,2,"B",70,6202,0,"READ"
"READ_JOL B",86,2,"B",100,1428,0,"READ"
"READ_JOL B",86,2,"B",50,2401,0,"READ"
"READ_JOL B",86,2,"S",100,1547,0,"READ"
"READ_JOL B",86,2,"S",80,2501,0,"READ"
"READ_JOL B",86,2,"S",80,4225,0,"READ"
"READ_JOL B",86,2,"S",100,1638,0,"READ"
"READ_JOL B",86,2,"S",80,7540,100,"READ"
"READ_JOL B",86,2,"S",100,1653,100,"READ"
"READ_JOL B",86,2,"S",60,2942,100,"READ"
"READ_JOL B",86,2,"S",90,2532,100,"READ"
"READ_JOL B",86,2,"S",100,1667,100,"READ"
"READ_JOL B",86,2,"S",80,1904,0,"READ"
"READ_JOL B",86,2,"S",100,1479,100,"READ"
"READ_JOL B",86,2,"S",100,1836,100,"READ"
"READ_JOL B",86,2,"S",100,2740,100,"READ"
"READ_JOL B",86,2,"S",90,2438,100,"READ"
"READ_JOL B",86,2,"S",100,2468,0,"READ"
"READ_JOL B",86,2,"S",100,1985,100,"READ"
"READ_JOL B",86,2,"S",80,2500,0,"READ"
"READ_JOL B",86,2,"S",100,1698,100,"READ"
"READ_JOL B",86,2,"S",80,2683,100,"READ"
"READ_JOL B",86,2,"S",100,2114,100,"READ"
"READ_JOL B",86,2,"U",0,2371,0,"READ"
"READ_JOL B",86,2,"U",0,2291,0,"READ"
"READ_JOL B",86,2,"U",0,1714,0,"READ"
"READ_JOL B",86,2,"U",30,3320,0,"READ"
"READ_JOL B",86,2,"U",0,1615,0,"READ"
"READ_JOL B",86,2,"U",0,2094,0,"READ"
"READ_JOL B",86,2,"U",0,2059,0,"READ"
"READ_JOL B",86,2,"U",0,2311,0,"READ"
"READ_JOL B",86,2,"U",0,3472,0,"READ"
"READ_JOL B",86,2,"U",0,3001,0,"READ"
"READ_JOL B",86,2,"U",0,2201,100,"READ"
"READ_JOL B",86,2,"U",0,1448,0,"READ"
"READ_JOL B",86,2,"U",0,1849,0,"READ"
"READ_JOL B",86,2,"U",40,7352,100,"READ"
"READ_JOL B",86,2,"U",30,3272,0,"READ"
"READ_JOL B",86,2,"U",0,1596,0,"READ"
"READ_JOL B",86,2,"U",20,2618,0,"READ"
"READ_JOL B",86,2,"U",0,1823,0,"READ"
"READ_JOL B",86,2,"U",0,4264,0,"READ"
"READ_JOL B",86,2,"U",0,1502,0,"READ"
"READ_JOL C",87,1,"F",15,3166,0,"READ"
"READ_JOL C",87,1,"F",90,6866,0,"READ"
"READ_JOL C",87,1,"F",70,3481,0,"READ"
"READ_JOL C",87,1,"F",20,2908,0,"READ"
"READ_JOL C",87,1,"F",60,3143,0,"READ"
"READ_JOL C",87,1,"F",100,2490,0,"READ"
"READ_JOL C",87,1,"F",30,3955,0,"READ"
"READ_JOL C",87,1,"F",70,3065,0,"READ"
"READ_JOL C",87,1,"F",100,2032,0,"READ"
"READ_JOL C",87,1,"F",100,3032,0,"READ"
"READ_JOL C",87,1,"F",60,4907,0,"READ"
"READ_JOL C",87,1,"F",100,1995,0,"READ"
"READ_JOL C",87,1,"F",30,4007,0,"READ"
"READ_JOL C",87,1,"F",20,2505,0,"READ"
"READ_JOL C",87,1,"F",40,2975,0,"READ"
"READ_JOL C",87,1,"F",100,2665,0,"READ"
"READ_JOL C",87,1,"F",100,1924,0,"READ"
"READ_JOL C",87,1,"F",100,4445,0,"READ"
"READ_JOL C",87,1,"F",10,1944,0,"READ"
"READ_JOL C",87,1,"F",100,2202,0,"READ"
"READ_JOL C",87,1,"B",10,2773,0,"READ"
"READ_JOL C",87,1,"B",100,2401,100,"READ"
"READ_JOL C",87,1,"B",100,2323,100,"READ"
"READ_JOL C",87,1,"B",10,3388,0,"READ"
"READ_JOL C",87,1,"B",100,2728,100,"READ"
"READ_JOL C",87,1,"B",100,2504,0,"READ"
"READ_JOL C",87,1,"B",100,2109,100,"READ"
"READ_JOL C",87,1,"B",20,3038,0,"READ"
"READ_JOL C",87,1,"B",70,3055,100,"READ"
"READ_JOL C",87,1,"B",100,2696,0,"READ"
"READ_JOL C",87,1,"B",100,1919,0,"READ"
"READ_JOL C",87,1,"B",60,3152,0,"READ"
"READ_JOL C",87,1,"B",60,2963,0,"READ"
"READ_JOL C",87,1,"B",100,1683,100,"READ"
"READ_JOL C",87,1,"B",100,2743,0,"READ"
"READ_JOL C",87,1,"B",60,3161,0,"READ"
"READ_JOL C",87,1,"B",100,2590,0,"READ"
"READ_JOL C",87,1,"B",100,2071,0,"READ"
"READ_JOL C",87,1,"B",10,2060,100,"READ"
"READ_JOL C",87,1,"B",100,2203,100,"READ"
"READ_JOL C",87,1,"S",100,1712,100,"READ"
"READ_JOL C",87,1,"S",30,5551,0,"READ"
"READ_JOL C",87,1,"S",100,2666,100,"READ"
"READ_JOL C",87,1,"S",100,2218,0,"READ"
"READ_JOL C",87,1,"S",100,3390,0,"READ"
"READ_JOL C",87,1,"S",20,2586,0,"READ"
"READ_JOL C",87,1,"S",10,3005,0,"READ"
"READ_JOL C",87,1,"S",100,2379,100,"READ"
"READ_JOL C",87,1,"S",100,1625,100,"READ"
"READ_JOL C",87,1,"S",100,1788,100,"READ"
"READ_JOL C",87,1,"S",100,1644,0,"READ"
"READ_JOL C",87,1,"S",15,2682,0,"READ"
"READ_JOL C",87,1,"S",100,3860,100,"READ"
"READ_JOL C",87,1,"S",100,2321,100,"READ"
"READ_JOL C",87,1,"S",70,4999,100,"READ"
"READ_JOL C",87,1,"S",100,3122,0,"READ"
"READ_JOL C",87,1,"S",70,3486,0,"READ"
"READ_JOL C",87,1,"S",100,1742,0,"READ"
"READ_JOL C",87,1,"S",100,2100,100,"READ"
"READ_JOL C",87,1,"S",100,3143,0,"READ"
"READ_JOL C",87,1,"U",40,3653,0,"READ"
"READ_JOL C",87,1,"U",0,2343,0,"READ"
"READ_JOL C",87,1,"U",20,3671,0,"READ"
"READ_JOL C",87,1,"U",30,2256,0,"READ"
"READ_JOL C",87,1,"U",10,3899,0,"READ"
"READ_JOL C",87,1,"U",20,1819,0,"READ"
"READ_JOL C",87,1,"U",15,3489,0,"READ"
"READ_JOL C",87,1,"U",0,3290,0,"READ"
"READ_JOL C",87,1,"U",15,3406,0,"READ"
"READ_JOL C",87,1,"U",4,5209,0,"READ"
"READ_JOL C",87,1,"U",20,2802,0,"READ"
"READ_JOL C",87,1,"U",0,5306,100,"READ"
"READ_JOL C",87,1,"U",20,3032,0,"READ"
"READ_JOL C",87,1,"U",20,2973,0,"READ"
"READ_JOL C",87,1,"U",20,3126,0,"READ"
"READ_JOL C",87,1,"U",30,3109,0,"READ"
"READ_JOL C",87,1,"U",40,3921,0,"READ"
"READ_JOL C",87,1,"U",15,3083,0,"READ"
"READ_JOL C",87,1,"U",100,3134,0,"READ"
"READ_JOL C",87,1,"U",30,4216,0,"READ"
"READ_JOL C",87,2,"B",100,2235,0,"READ"
"READ_JOL C",87,2,"B",12,2704,0,"READ"
"READ_JOL C",87,2,"B",0,5729,0,"READ"
"READ_JOL C",87,2,"B",100,1974,0,"READ"
"READ_JOL C",87,2,"B",100,2345,100,"READ"
"READ_JOL C",87,2,"B",12,2553,0,"READ"
"READ_JOL C",87,2,"B",100,1982,0,"READ"
"READ_JOL C",87,2,"B",10,1664,0,"READ"
"READ_JOL C",87,2,"B",100,1712,100,"READ"
"READ_JOL C",87,2,"B",20,2293,0,"READ"
"READ_JOL C",87,2,"B",100,1782,100,"READ"
"READ_JOL C",87,2,"B",100,1514,0,"READ"
"READ_JOL C",87,2,"B",100,1685,100,"READ"
"READ_JOL C",87,2,"B",10,3102,0,"READ"
"READ_JOL C",87,2,"B",12,1720,0,"READ"
"READ_JOL C",87,2,"B",100,2676,0,"READ"
"READ_JOL C",87,2,"B",10,2356,0,"READ"
"READ_JOL C",87,2,"B",100,2097,0,"READ"
"READ_JOL C",87,2,"B",100,1533,0,"READ"
"READ_JOL C",87,2,"B",100,2091,100,"READ"
"READ_JOL C",87,2,"F",10,2063,0,"READ"
"READ_JOL C",87,2,"F",100,2839,100,"READ"
"READ_JOL C",87,2,"F",100,1926,100,"READ"
"READ_JOL C",87,2,"F",100,1692,100,"READ"
"READ_JOL C",87,2,"F",10,2078,0,"READ"
"READ_JOL C",87,2,"F",12,2011,0,"READ"
"READ_JOL C",87,2,"F",100,2477,100,"READ"
"READ_JOL C",87,2,"F",100,1906,100,"READ"
"READ_JOL C",87,2,"F",100,1814,100,"READ"
"READ_JOL C",87,2,"F",100,2067,0,"READ"
"READ_JOL C",87,2,"F",100,2120,100,"READ"
"READ_JOL C",87,2,"F",100,2199,100,"READ"
"READ_JOL C",87,2,"F",100,2142,100,"READ"
"READ_JOL C",87,2,"F",100,2245,100,"READ"
"READ_JOL C",87,2,"F",100,2502,100,"READ"
"READ_JOL C",87,2,"F",20,5280,0,"READ"
"READ_JOL C",87,2,"F",100,2864,100,"READ"
"READ_JOL C",87,2,"F",100,1807,0,"READ"
"READ_JOL C",87,2,"F",100,1908,100,"READ"
