Subject,type,Group,Direction,Bin,Recall
97,READ,JOL A,U,60,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,60,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,50,100
97,READ,JOL A,U,60,0
98,READ,JOL B,F,90,100
98,READ,JOL B,F,20,100
98,READ,JOL B,F,100,100
98,READ,JOL B,F,30,0
98,READ,JOL B,F,100,0
98,READ,JOL B,F,50,100
98,READ,JOL B,F,80,100
98,READ,JOL B,F,50,0
98,READ,JOL B,F,80,100
98,READ,JOL B,F,70,100
98,READ,JOL B,F,70,100
98,READ,JOL B,F,90,100
98,READ,JOL B,F,100,100
98,READ,JOL B,F,50,0
98,READ,JOL B,F,100,100
98,READ,JOL B,F,100,100
98,READ,JOL B,F,50,100
98,READ,JOL B,F,90,100
98,READ,JOL B,F,100,0
98,READ,JOL B,F,80,100
98,READ,JOL B,B,60,0
98,READ,JOL B,B,60,0
98,READ,JOL B,B,10,0
98,READ,JOL B,B,50,0
98,READ,JOL B,B,10,0
98,READ,JOL B,B,50,100
98,READ,JOL B,B,50,100
98,READ,JOL B,B,20,100
98,READ,JOL B,B,100,100
98,READ,JOL B,B,100,100
98,READ,JOL B,B,60,0
98,READ,JOL B,B,90,0
98,READ,JOL B,B,100,100
98,READ,JOL B,B,70,100
98,READ,JOL B,B,20,100
98,READ,JOL B,B,50,0
98,READ,JOL B,B,30,0
98,READ,JOL B,B,90,0
98,READ,JOL B,B,100,0
98,READ,JOL B,B,80,100
98,READ,JOL B,S,80,100
98,READ,JOL B,S,100,100
98,READ,JOL B,S,100,100
98,READ,JOL B,S,80,100
98,READ,JOL B,S,50,100
98,READ,JOL B,S,50,100
98,READ,JOL B,S,90,100
98,READ,JOL B,S,30,0
98,READ,JOL B,S,80,100
98,READ,JOL B,S,70,0
98,READ,JOL B,S,50,100
98,READ,JOL B,S,80,0
98,READ,JOL B,S,90,100
98,READ,JOL B,S,70,100
98,READ,JOL B,S,100,100
98,READ,JOL B,S,10,100
98,READ,JOL B,S,100,100
98,READ,JOL B,S,10,0
98,READ,JOL B,S,60,100
98,READ,JOL B,S,60,0
98,READ,JOL B,U,40,100
98,READ,JOL B,U,10,0
98,READ,JOL B,U,10,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,20,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,40,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,10,0
98,READ,JOL B,U,20,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,30,0
98,READ,JOL B,U,0,0
98,READ,JOL B,U,10,100
98,READ,JOL B,U,10,0
98,READ,JOL B,U,40,100
98,READ,JOL B,U,10,0
98,READ,JOL B,U,10,0
99,READ,JOL C,F,60,0
99,READ,JOL C,F,70,100
99,READ,JOL C,F,80,100
99,READ,JOL C,F,60,0
99,READ,JOL C,F,60,100
99,READ,JOL C,F,80,0
99,READ,JOL C,F,80,100
99,READ,JOL C,F,60,0
99,READ,JOL C,F,70,0
99,READ,JOL C,F,80,0
99,READ,JOL C,F,50,0
99,READ,JOL C,F,80,0
99,READ,JOL C,F,60,0
99,READ,JOL C,F,50,100
99,READ,JOL C,F,80,100
99,READ,JOL C,F,70,0
99,READ,JOL C,F,70,100
99,READ,JOL C,F,70,0
99,READ,JOL C,F,0,0
99,READ,JOL C,F,80,0
99,READ,JOL C,B,70,0
99,READ,JOL C,B,70,100
99,READ,JOL C,B,80,0
99,READ,JOL C,B,40,100
99,READ,JOL C,B,70,100
99,READ,JOL C,B,80,0
99,READ,JOL C,B,70,0
99,READ,JOL C,B,70,0
99,READ,JOL C,B,80,0
99,READ,JOL C,B,70,0
99,READ,JOL C,B,50,0
99,READ,JOL C,B,60,0
99,READ,JOL C,B,90,0
99,READ,JOL C,B,70,100
99,READ,JOL C,B,80,100
99,READ,JOL C,B,80,0
99,READ,JOL C,B,70,100
99,READ,JOL C,B,60,100
99,READ,JOL C,B,80,100
99,READ,JOL C,B,70,100
99,READ,JOL C,S,50,0
99,READ,JOL C,S,60,0
99,READ,JOL C,S,60,0
99,READ,JOL C,S,70,100
99,READ,JOL C,S,70,0
99,READ,JOL C,S,40,100
99,READ,JOL C,S,50,0
99,READ,JOL C,S,70,0
99,READ,JOL C,S,80,0
99,READ,JOL C,S,50,0
99,READ,JOL C,S,50,100
99,READ,JOL C,S,60,100
99,READ,JOL C,S,80,100
99,READ,JOL C,S,80,0
99,READ,JOL C,S,70,100
99,READ,JOL C,S,60,0
99,READ,JOL C,S,70,0
99,READ,JOL C,S,70,0
99,READ,JOL C,S,70,0
99,READ,JOL C,S,80,100
99,READ,JOL C,U,40,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,50,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,50,0
99,READ,JOL C,U,60,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,30,0
99,READ,JOL C,U,30,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,50,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,30,0
99,READ,JOL C,U,30,0
99,READ,JOL C,U,50,0
99,READ,JOL C,U,30,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,40,0
99,READ,JOL C,U,50,0
99,READ,JOL C,U,40,0
100,READ,JOL D,B,40,100
100,READ,JOL D,B,30,0
100,READ,JOL D,B,30,100
100,READ,JOL D,B,40,100
100,READ,JOL D,B,50,100
100,READ,JOL D,B,70,100
100,READ,JOL D,B,60,100
100,READ,JOL D,B,70,100
100,READ,JOL D,B,60,100
100,READ,JOL D,B,30,100
100,READ,JOL D,B,50,0
100,READ,JOL D,B,70,100
100,READ,JOL D,B,50,100
100,READ,JOL D,B,60,100
100,READ,JOL D,B,30,100
100,READ,JOL D,B,70,100
100,READ,JOL D,B,40,100
100,READ,JOL D,B,60,100
100,READ,JOL D,B,50,100
100,READ,JOL D,B,60,100
100,READ,JOL D,F,40,100
100,READ,JOL D,F,50,100
100,READ,JOL D,F,40,0
100,READ,JOL D,F,40,100
100,READ,JOL D,F,40,100
100,READ,JOL D,F,20,0
100,READ,JOL D,F,40,100
100,READ,JOL D,F,40,100
100,READ,JOL D,F,60,100
100,READ,JOL D,F,40,100
100,READ,JOL D,F,70,100
100,READ,JOL D,F,50,100
100,READ,JOL D,F,40,0
100,READ,JOL D,F,40,100
100,READ,JOL D,F,30,100
100,READ,JOL D,F,40,100
100,READ,JOL D,F,50,100
100,READ,JOL D,F,50,0
100,READ,JOL D,F,60,100
100,READ,JOL D,F,70,100
100,READ,JOL D,S,60,100
100,READ,JOL D,S,80,100
100,READ,JOL D,S,50,100
100,READ,JOL D,S,50,100
100,READ,JOL D,S,40,100
100,READ,JOL D,S,60,100
100,READ,JOL D,S,60,100
100,READ,JOL D,S,70,100
100,READ,JOL D,S,60,100
100,READ,JOL D,S,70,100
100,READ,JOL D,S,70,100
100,READ,JOL D,S,60,100
100,READ,JOL D,S,50,0
100,READ,JOL D,S,50,100
100,READ,JOL D,S,70,100
100,READ,JOL D,S,40,100
100,READ,JOL D,S,80,100
100,READ,JOL D,S,70,100
100,READ,JOL D,S,60,100
100,READ,JOL D,S,70,100
100,READ,JOL D,U,30,100
100,READ,JOL D,U,40,0
100,READ,JOL D,U,40,0
100,READ,JOL D,U,30,0
100,READ,JOL D,U,20,0
100,READ,JOL D,U,70,0
100,READ,JOL D,U,70,100
100,READ,JOL D,U,40,0
100,READ,JOL D,U,30,100
100,READ,JOL D,U,30,0
100,READ,JOL D,U,40,0
100,READ,JOL D,U,40,0
100,READ,JOL D,U,30,0
100,READ,JOL D,U,20,0
100,READ,JOL D,U,30,0
100,READ,JOL D,U,50,100
100,READ,JOL D,U,20,100
100,READ,JOL D,U,70,100
100,READ,JOL D,U,20,100
100,READ,JOL D,U,20,100
5,IS,JOL A,F,20,0
5,IS,JOL A,F,70,100
5,IS,JOL A,F,70,100
5,IS,JOL A,F,10,100
5,IS,JOL A,F,20,100
5,IS,JOL A,F,60,100
5,IS,JOL A,F,30,0
5,IS,JOL A,F,50,100
5,IS,JOL A,F,80,100
5,IS,JOL A,F,80,100
5,IS,JOL A,F,10,0
5,IS,JOL A,F,30,100
5,IS,JOL A,F,50,100
5,IS,JOL A,F,80,100
5,IS,JOL A,F,40,100
5,IS,JOL A,F,40,100
5,IS,JOL A,F,70,100
5,IS,JOL A,F,80,0
5,IS,JOL A,F,70,100
5,IS,JOL A,F,80,100
5,IS,JOL A,B,50,100
5,IS,JOL A,B,90,0
5,IS,JOL A,B,30,100
5,IS,JOL A,B,50,0
5,IS,JOL A,B,70,0
5,IS,JOL A,B,70,100
5,IS,JOL A,B,20,0
5,IS,JOL A,B,40,0
5,IS,JOL A,B,20,0
5,IS,JOL A,B,20,100
5,IS,JOL A,B,30,100
5,IS,JOL A,B,60,0
5,IS,JOL A,B,40,100
5,IS,JOL A,B,50,0
5,IS,JOL A,B,80,0
5,IS,JOL A,B,60,100
5,IS,JOL A,B,60,0
5,IS,JOL A,B,70,0
5,IS,JOL A,B,80,0
5,IS,JOL A,B,30,100
5,IS,JOL A,S,50,0
5,IS,JOL A,S,80,100
5,IS,JOL A,S,90,100
5,IS,JOL A,S,30,100
5,IS,JOL A,S,60,100
5,IS,JOL A,S,40,100
5,IS,JOL A,S,60,100
5,IS,JOL A,S,50,100
5,IS,JOL A,S,70,0
5,IS,JOL A,S,70,100
5,IS,JOL A,S,60,0
5,IS,JOL A,S,40,100
5,IS,JOL A,S,70,100
5,IS,JOL A,S,80,100
5,IS,JOL A,S,40,100
5,IS,JOL A,S,80,100
5,IS,JOL A,S,60,100
5,IS,JOL A,S,80,100
5,IS,JOL A,S,40,100
5,IS,JOL A,S,60,100
5,IS,JOL A,U,40,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,60,0
5,IS,JOL A,U,20,100
5,IS,JOL A,U,10,0
5,IS,JOL A,U,20,0
5,IS,JOL A,U,20,100
5,IS,JOL A,U,0,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,70,100
5,IS,JOL A,U,0,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,10,0
5,IS,JOL A,U,10,0
5,IS,JOL A,U,0,0
5,IS,JOL A,U,10,0
5,IS,JOL A,U,0,0
6,IS,JOL B,F,40,100
6,IS,JOL B,F,10,100
6,IS,JOL B,F,70,100
6,IS,JOL B,F,20,100
6,IS,JOL B,F,10,100
6,IS,JOL B,F,10,100
6,IS,JOL B,F,60,100
6,IS,JOL B,F,50,100
6,IS,JOL B,F,40,100
6,IS,JOL B,F,20,100
6,IS,JOL B,F,80,100
6,IS,JOL B,F,20,100
6,IS,JOL B,F,20,100
6,IS,JOL B,F,10,100
6,IS,JOL B,F,10,100
6,IS,JOL B,F,20,100
6,IS,JOL B,F,30,100
6,IS,JOL B,F,30,100
6,IS,JOL B,F,10,100
6,IS,JOL B,F,60,100
6,IS,JOL B,B,10,100
6,IS,JOL B,B,40,0
6,IS,JOL B,B,60,0
6,IS,JOL B,B,60,100
6,IS,JOL B,B,10,100
6,IS,JOL B,B,10,100
6,IS,JOL B,B,10,100
6,IS,JOL B,B,40,100
6,IS,JOL B,B,20,100
6,IS,JOL B,B,10,100
6,IS,JOL B,B,30,100
6,IS,JOL B,B,30,100
6,IS,JOL B,B,80,100
6,IS,JOL B,B,30,100
6,IS,JOL B,B,20,100
6,IS,JOL B,B,80,0
6,IS,JOL B,B,80,100
6,IS,JOL B,B,10,100
6,IS,JOL B,B,20,100
6,IS,JOL B,B,20,100
6,IS,JOL B,S,10,100
6,IS,JOL B,S,10,100
6,IS,JOL B,S,90,100
6,IS,JOL B,S,30,100
6,IS,JOL B,S,10,100
6,IS,JOL B,S,30,100
6,IS,JOL B,S,70,100
6,IS,JOL B,S,30,100
6,IS,JOL B,S,30,100
6,IS,JOL B,S,0,100
6,IS,JOL B,S,10,100
6,IS,JOL B,S,20,100
6,IS,JOL B,S,40,100
6,IS,JOL B,S,10,0
6,IS,JOL B,S,20,100
6,IS,JOL B,S,20,100
6,IS,JOL B,S,20,100
6,IS,JOL B,S,0,0
6,IS,JOL B,S,10,100
6,IS,JOL B,S,70,100
6,IS,JOL B,U,0,100
6,IS,JOL B,U,40,100
6,IS,JOL B,U,20,100
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,0
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,0
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,0
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,0
6,IS,JOL B,U,10,100
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,0
6,IS,JOL B,U,0,100
6,IS,JOL B,U,0,0
6,IS,JOL B,U,10,100
6,IS,JOL B,U,10,100
6,IS,JOL B,U,0,0
7,IS,JOL C,F,30,100
7,IS,JOL C,F,30,100
7,IS,JOL C,F,50,0
7,IS,JOL C,F,50,100
7,IS,JOL C,F,0,0
7,IS,JOL C,F,30,0
7,IS,JOL C,F,100,100
7,IS,JOL C,F,50,100
7,IS,JOL C,F,80,100
7,IS,JOL C,F,100,100
7,IS,JOL C,F,30,100
7,IS,JOL C,F,100,0
7,IS,JOL C,F,50,0
7,IS,JOL C,F,80,100
7,IS,JOL C,F,100,100
7,IS,JOL C,F,80,100
7,IS,JOL C,F,50,100
7,IS,JOL C,F,30,100
7,IS,JOL C,F,80,100
7,IS,JOL C,F,100,100
7,IS,JOL C,B,80,100
7,IS,JOL C,B,80,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,80,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,30,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,30,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,80,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,0,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,100,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,80,100
7,IS,JOL C,B,50,100
7,IS,JOL C,B,100,100
7,IS,JOL C,B,30,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,80,0
7,IS,JOL C,S,50,100
7,IS,JOL C,S,80,100
7,IS,JOL C,S,50,100
7,IS,JOL C,S,80,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,80,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,80,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,80,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,30,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,100,100
7,IS,JOL C,S,80,100
7,IS,JOL C,U,0,0
7,IS,JOL C,U,30,0
7,IS,JOL C,U,30,0
7,IS,JOL C,U,50,0
7,IS,JOL C,U,30,0
7,IS,JOL C,U,30,0
7,IS,JOL C,U,50,0
7,IS,JOL C,U,0,0
7,IS,JOL C,U,0,0
7,IS,JOL C,U,80,100
7,IS,JOL C,U,0,100
7,IS,JOL C,U,50,0
7,IS,JOL C,U,50,0
7,IS,JOL C,U,80,100
7,IS,JOL C,U,80,0
7,IS,JOL C,U,50,0
7,IS,JOL C,U,0,0
7,IS,JOL C,U,30,100
7,IS,JOL C,U,30,0
7,IS,JOL C,U,30,100
8,IS,JOL D,B,40,0
8,IS,JOL D,B,60,100
8,IS,JOL D,B,70,0
8,IS,JOL D,B,40,100
8,IS,JOL D,B,70,100
8,IS,JOL D,B,60,0
8,IS,JOL D,B,70,100
8,IS,JOL D,B,50,100
8,IS,JOL D,B,90,0
8,IS,JOL D,B,70,100
8,IS,JOL D,B,50,100
8,IS,JOL D,B,40,100
8,IS,JOL D,B,70,100
8,IS,JOL D,B,80,100
8,IS,JOL D,B,70,100
8,IS,JOL D,B,70,0
8,IS,JOL D,B,80,0
8,IS,JOL D,B,40,100
8,IS,JOL D,B,40,100
8,IS,JOL D,B,50,100
8,IS,JOL D,F,40,100
8,IS,JOL D,F,50,100
8,IS,JOL D,F,70,100
8,IS,JOL D,F,60,100
8,IS,JOL D,F,80,0
8,IS,JOL D,F,70,100
8,IS,JOL D,F,50,100
8,IS,JOL D,F,80,100
8,IS,JOL D,F,70,100
8,IS,JOL D,F,70,100
8,IS,JOL D,F,50,100
8,IS,JOL D,F,60,100
8,IS,JOL D,F,80,100
8,IS,JOL D,F,50,100
8,IS,JOL D,F,70,100
8,IS,JOL D,F,50,100
8,IS,JOL D,F,70,100
8,IS,JOL D,F,30,100
8,IS,JOL D,F,50,100
8,IS,JOL D,F,50,100
8,IS,JOL D,S,60,100
8,IS,JOL D,S,80,100
8,IS,JOL D,S,70,100
8,IS,JOL D,S,70,100
8,IS,JOL D,S,90,100
8,IS,JOL D,S,60,100
8,IS,JOL D,S,80,0
8,IS,JOL D,S,80,100
8,IS,JOL D,S,70,0
8,IS,JOL D,S,70,100
8,IS,JOL D,S,80,100
8,IS,JOL D,S,60,100
8,IS,JOL D,S,70,0
8,IS,JOL D,S,80,100
8,IS,JOL D,S,70,100
8,IS,JOL D,S,80,100
8,IS,JOL D,S,80,100
8,IS,JOL D,S,50,0
8,IS,JOL D,S,60,100
8,IS,JOL D,S,80,100
8,IS,JOL D,U,70,0
8,IS,JOL D,U,50,100
8,IS,JOL D,U,40,0
8,IS,JOL D,U,30,100
8,IS,JOL D,U,60,0
8,IS,JOL D,U,80,0
8,IS,JOL D,U,20,0
8,IS,JOL D,U,70,0
8,IS,JOL D,U,40,100
8,IS,JOL D,U,30,0
8,IS,JOL D,U,80,0
8,IS,JOL D,U,40,0
8,IS,JOL D,U,40,0
8,IS,JOL D,U,80,0
8,IS,JOL D,U,40,0
8,IS,JOL D,U,30,0
8,IS,JOL D,U,30,0
8,IS,JOL D,U,80,100
8,IS,JOL D,U,40,0
8,IS,JOL D,U,40,0
17,IS,JOL A,F,50,100
17,IS,JOL A,F,50,100
17,IS,JOL A,F,30,100
17,IS,JOL A,F,40,100
17,IS,JOL A,F,10,100
17,IS,JOL A,F,40,100
17,IS,JOL A,F,30,0
17,IS,JOL A,F,70,100
17,IS,JOL A,F,40,100
17,IS,JOL A,F,30,0
17,IS,JOL A,F,40,100
17,IS,JOL A,F,30,100
17,IS,JOL A,F,60,100
17,IS,JOL A,F,60,100
17,IS,JOL A,F,60,100
17,IS,JOL A,F,60,100
17,IS,JOL A,F,80,100
17,IS,JOL A,F,20,100
17,IS,JOL A,F,50,100
17,IS,JOL A,B,50,100
17,IS,JOL A,B,30,100
17,IS,JOL A,B,40,100
17,IS,JOL A,B,40,0
17,IS,JOL A,B,20,100
17,IS,JOL A,B,40,100
17,IS,JOL A,B,30,100
17,IS,JOL A,B,50,100
17,IS,JOL A,B,50,100
17,IS,JOL A,B,10,100
17,IS,JOL A,B,30,100
17,IS,JOL A,B,0,100
17,IS,JOL A,B,40,0
17,IS,JOL A,B,30,100
17,IS,JOL A,B,50,100
17,IS,JOL A,B,40,100
17,IS,JOL A,B,50,100
17,IS,JOL A,B,50,100
17,IS,JOL A,B,70,100
17,IS,JOL A,B,20,100
17,IS,JOL A,S,70,100
17,IS,JOL A,S,50,100
17,IS,JOL A,S,60,0
17,IS,JOL A,S,50,100
17,IS,JOL A,S,80,100
17,IS,JOL A,S,40,100
17,IS,JOL A,S,70,100
17,IS,JOL A,S,80,100
17,IS,JOL A,S,60,100
17,IS,JOL A,S,40,100
17,IS,JOL A,S,50,100
17,IS,JOL A,S,60,100
17,IS,JOL A,S,60,100
17,IS,JOL A,S,60,100
17,IS,JOL A,S,70,100
17,IS,JOL A,S,90,100
17,IS,JOL A,S,50,100
17,IS,JOL A,S,80,100
17,IS,JOL A,S,60,0
17,IS,JOL A,S,80,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,10,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,20,100
17,IS,JOL A,U,20,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,40,0
17,IS,JOL A,U,30,100
17,IS,JOL A,U,10,100
17,IS,JOL A,U,30,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,30,0
17,IS,JOL A,U,10,0
17,IS,JOL A,U,10,0
17,IS,JOL A,U,20,0
17,IS,JOL A,U,30,100
17,IS,JOL A,U,10,100
18,IS,JOL B,F,70,100
18,IS,JOL B,F,80,0
18,IS,JOL B,F,70,100
18,IS,JOL B,F,70,100
18,IS,JOL B,F,80,0
18,IS,JOL B,F,70,100
18,IS,JOL B,F,90,0
18,IS,JOL B,F,70,100
18,IS,JOL B,F,80,100
18,IS,JOL B,F,40,100
18,IS,JOL B,F,90,100
18,IS,JOL B,F,50,100
18,IS,JOL B,F,60,100
18,IS,JOL B,F,70,100
18,IS,JOL B,F,60,100
18,IS,JOL B,F,80,100
18,IS,JOL B,F,70,100
18,IS,JOL B,F,90,0
18,IS,JOL B,F,60,100
18,IS,JOL B,F,70,100
18,IS,JOL B,B,50,100
18,IS,JOL B,B,80,0
18,IS,JOL B,B,70,0
18,IS,JOL B,B,60,0
18,IS,JOL B,B,80,100
18,IS,JOL B,B,20,0
18,IS,JOL B,B,10,100
18,IS,JOL B,B,80,100
18,IS,JOL B,B,70,0
18,IS,JOL B,B,90,100
18,IS,JOL B,B,70,0
18,IS,JOL B,B,80,0
18,IS,JOL B,B,50,0
18,IS,JOL B,B,60,0
18,IS,JOL B,B,80,100
18,IS,JOL B,B,80,0
18,IS,JOL B,B,70,100
18,IS,JOL B,B,80,0
18,IS,JOL B,B,70,100
18,IS,JOL B,B,70,100
18,IS,JOL B,S,70,100
18,IS,JOL B,S,60,0
18,IS,JOL B,S,60,100
18,IS,JOL B,S,80,100
18,IS,JOL B,S,90,100
18,IS,JOL B,S,60,100
18,IS,JOL B,S,70,100
18,IS,JOL B,S,50,100
18,IS,JOL B,S,50,100
18,IS,JOL B,S,70,100
18,IS,JOL B,S,60,100
18,IS,JOL B,S,80,100
18,IS,JOL B,S,80,0
18,IS,JOL B,S,70,100
18,IS,JOL B,S,70,100
18,IS,JOL B,S,50,100
18,IS,JOL B,S,80,100
18,IS,JOL B,S,70,100
18,IS,JOL B,S,40,100
18,IS,JOL B,S,70,100
18,IS,JOL B,U,70,0
18,IS,JOL B,U,60,0
18,IS,JOL B,U,50,0
18,IS,JOL B,U,60,0
18,IS,JOL B,U,50,0
18,IS,JOL B,U,40,0
18,IS,JOL B,U,70,0
18,IS,JOL B,U,70,0
18,IS,JOL B,U,50,0
18,IS,JOL B,U,70,0
18,IS,JOL B,U,70,0
18,IS,JOL B,U,80,0
18,IS,JOL B,U,40,0
18,IS,JOL B,U,60,0
18,IS,JOL B,U,80,0
18,IS,JOL B,U,70,0
18,IS,JOL B,U,60,0
18,IS,JOL B,U,70,100
18,IS,JOL B,U,50,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,100
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,100
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,100
19,IS,JOL C,F,100,100
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,100
19,IS,JOL C,F,10,100
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,100
19,IS,JOL C,F,100,0
19,IS,JOL C,F,100,0
19,IS,JOL C,B,100,0
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,0
19,IS,JOL C,B,100,0
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,0
19,IS,JOL C,B,50,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,0
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,B,100,100
19,IS,JOL C,S,50,0
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,100
19,IS,JOL C,S,10,0
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,0
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,100
19,IS,JOL C,S,100,100
19,IS,JOL C,U,0,0
19,IS,JOL C,U,0,0
19,IS,JOL C,U,100,0
19,IS,JOL C,U,100,100
19,IS,JOL C,U,0,0
19,IS,JOL C,U,100,100
19,IS,JOL C,U,50,0
19,IS,JOL C,U,0,0
19,IS,JOL C,U,0,0
19,IS,JOL C,U,100,100
19,IS,JOL C,U,100,0
19,IS,JOL C,U,0,0
19,IS,JOL C,U,50,0
19,IS,JOL C,U,30,0
19,IS,JOL C,U,30,0
19,IS,JOL C,U,0,0
19,IS,JOL C,U,0,0
19,IS,JOL C,U,30,100
20,IS,JOL D,B,100,0
20,IS,JOL D,B,10,0
20,IS,JOL D,B,100,0
20,IS,JOL D,B,50,0
20,IS,JOL D,B,40,0
20,IS,JOL D,B,50,100
20,IS,JOL D,B,100,0
20,IS,JOL D,B,50,0
20,IS,JOL D,B,50,100
20,IS,JOL D,B,100,0
20,IS,JOL D,B,100,0
20,IS,JOL D,B,30,0
20,IS,JOL D,B,20,100
20,IS,JOL D,B,100,0
20,IS,JOL D,B,50,0
20,IS,JOL D,B,50,100
20,IS,JOL D,B,100,100
20,IS,JOL D,B,50,0
20,IS,JOL D,B,50,0
20,IS,JOL D,B,100,100
20,IS,JOL D,F,100,0
20,IS,JOL D,F,40,100
20,IS,JOL D,F,30,0
20,IS,JOL D,F,100,100
20,IS,JOL D,F,100,0
20,IS,JOL D,F,0,100
20,IS,JOL D,F,100,100
20,IS,JOL D,F,50,100
20,IS,JOL D,F,100,100
20,IS,JOL D,F,0,0
20,IS,JOL D,F,50,100
20,IS,JOL D,F,30,100
20,IS,JOL D,F,40,100
20,IS,JOL D,F,50,100
20,IS,JOL D,F,100,100
20,IS,JOL D,F,50,100
20,IS,JOL D,F,100,100
20,IS,JOL D,F,50,0
20,IS,JOL D,F,100,100
20,IS,JOL D,F,40,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,0
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,0
20,IS,JOL D,S,100,100
20,IS,JOL D,S,50,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,10,0
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,40,0
20,IS,JOL D,S,100,0
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,100
20,IS,JOL D,S,100,0
20,IS,JOL D,S,100,0
20,IS,JOL D,S,100,100
20,IS,JOL D,U,30,100
20,IS,JOL D,U,10,0
20,IS,JOL D,U,0,0
20,IS,JOL D,U,40,0
20,IS,JOL D,U,20,0
20,IS,JOL D,U,50,100
20,IS,JOL D,U,40,0
20,IS,JOL D,U,10,0
20,IS,JOL D,U,20,0
20,IS,JOL D,U,20,0
