Subject,type,Group,Direction,Bin,Recall
27,READ,JOL C,U,40,0
27,READ,JOL C,U,20,0
27,READ,JOL C,U,20,0
27,READ,JOL C,U,30,0
28,READ,JOL D,B,30,0
28,READ,JOL D,B,10,0
28,READ,JOL D,B,40,0
28,READ,JOL D,B,20,0
28,READ,JOL D,B,10,100
28,READ,JOL D,B,60,100
28,READ,JOL D,B,30,100
28,READ,JOL D,B,100,0
28,READ,JOL D,B,100,0
28,READ,JOL D,B,30,0
28,READ,JOL D,B,100,100
28,READ,JOL D,B,40,0
28,READ,JOL D,B,60,100
28,READ,JOL D,B,10,0
28,READ,JOL D,B,100,0
28,READ,JOL D,B,100,0
28,READ,JOL D,B,90,100
28,READ,JOL D,B,50,0
28,READ,JOL D,B,90,0
28,READ,JOL D,B,90,0
28,READ,JOL D,F,10,100
28,READ,JOL D,F,90,0
28,READ,JOL D,F,100,0
28,READ,JOL D,F,50,100
28,READ,JOL D,F,20,0
28,READ,JOL D,F,0,100
28,READ,JOL D,F,100,0
28,READ,JOL D,F,100,0
28,READ,JOL D,F,100,100
28,READ,JOL D,F,90,0
28,READ,JOL D,F,100,100
28,READ,JOL D,F,60,0
28,READ,JOL D,F,100,100
28,READ,JOL D,F,20,100
28,READ,JOL D,F,100,100
28,READ,JOL D,F,100,100
28,READ,JOL D,F,80,0
28,READ,JOL D,F,90,0
28,READ,JOL D,F,100,100
28,READ,JOL D,F,10,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,0
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,0
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,0
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,0
28,READ,JOL D,S,90,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,100,100
28,READ,JOL D,S,80,0
28,READ,JOL D,S,100,0
28,READ,JOL D,S,100,100
28,READ,JOL D,U,10,0
28,READ,JOL D,U,80,100
28,READ,JOL D,U,0,0
28,READ,JOL D,U,10,0
28,READ,JOL D,U,0,0
28,READ,JOL D,U,0,0
28,READ,JOL D,U,0,0
28,READ,JOL D,U,10,0
28,READ,JOL D,U,0,0
28,READ,JOL D,U,10,0
28,READ,JOL D,U,0,0
28,READ,JOL D,U,0,0
28,READ,JOL D,U,10,0
28,READ,JOL D,U,20,0
28,READ,JOL D,U,10,0
28,READ,JOL D,U,100,0
28,READ,JOL D,U,10,0
28,READ,JOL D,U,50,100
28,READ,JOL D,U,30,0
28,READ,JOL D,U,30,0
37,READ,JOL A,F,90,100
37,READ,JOL A,F,50,100
37,READ,JOL A,F,60,0
37,READ,JOL A,F,10,0
37,READ,JOL A,F,80,100
37,READ,JOL A,F,90,100
37,READ,JOL A,F,30,100
37,READ,JOL A,F,80,100
37,READ,JOL A,F,70,100
37,READ,JOL A,F,80,100
37,READ,JOL A,F,70,0
37,READ,JOL A,F,100,100
37,READ,JOL A,F,80,100
37,READ,JOL A,F,40,0
37,READ,JOL A,F,90,100
37,READ,JOL A,F,100,100
37,READ,JOL A,F,70,0
37,READ,JOL A,F,100,100
37,READ,JOL A,F,30,100
37,READ,JOL A,F,80,100
37,READ,JOL A,B,90,0
37,READ,JOL A,B,80,0
37,READ,JOL A,B,50,0
37,READ,JOL A,B,50,0
37,READ,JOL A,B,50,0
37,READ,JOL A,B,70,100
37,READ,JOL A,B,50,100
37,READ,JOL A,B,50,0
37,READ,JOL A,B,70,100
37,READ,JOL A,B,80,0
37,READ,JOL A,B,60,100
37,READ,JOL A,B,40,100
37,READ,JOL A,B,90,0
37,READ,JOL A,B,90,0
37,READ,JOL A,B,50,0
37,READ,JOL A,B,50,0
37,READ,JOL A,B,80,100
37,READ,JOL A,B,90,100
37,READ,JOL A,B,90,100
37,READ,JOL A,B,60,0
37,READ,JOL A,S,100,100
37,READ,JOL A,S,90,100
37,READ,JOL A,S,70,100
37,READ,JOL A,S,80,0
37,READ,JOL A,S,50,100
37,READ,JOL A,S,80,0
37,READ,JOL A,S,70,100
37,READ,JOL A,S,40,100
37,READ,JOL A,S,100,100
37,READ,JOL A,S,80,100
37,READ,JOL A,S,90,100
37,READ,JOL A,S,20,100
37,READ,JOL A,S,80,100
37,READ,JOL A,S,90,100
37,READ,JOL A,S,60,0
37,READ,JOL A,S,70,100
37,READ,JOL A,S,100,0
37,READ,JOL A,S,100,100
37,READ,JOL A,S,70,100
37,READ,JOL A,S,100,100
37,READ,JOL A,U,10,0
37,READ,JOL A,U,20,0
37,READ,JOL A,U,10,100
37,READ,JOL A,U,20,0
37,READ,JOL A,U,10,0
37,READ,JOL A,U,20,0
37,READ,JOL A,U,10,0
37,READ,JOL A,U,20,100
37,READ,JOL A,U,0,0
37,READ,JOL A,U,20,100
37,READ,JOL A,U,30,0
37,READ,JOL A,U,10,0
37,READ,JOL A,U,0,0
37,READ,JOL A,U,20,0
37,READ,JOL A,U,10,0
37,READ,JOL A,U,0,0
37,READ,JOL A,U,20,0
37,READ,JOL A,U,0,0
37,READ,JOL A,U,30,0
37,READ,JOL A,U,20,0
38,READ,JOL B,F,90,0
38,READ,JOL B,F,50,0
38,READ,JOL B,F,70,0
38,READ,JOL B,F,90,100
38,READ,JOL B,F,90,100
38,READ,JOL B,F,40,0
38,READ,JOL B,F,100,0
38,READ,JOL B,F,90,100
38,READ,JOL B,F,50,100
38,READ,JOL B,F,90,0
38,READ,JOL B,F,70,100
38,READ,JOL B,F,90,100
38,READ,JOL B,F,70,100
38,READ,JOL B,F,50,0
38,READ,JOL B,F,40,100
38,READ,JOL B,F,80,0
38,READ,JOL B,F,30,100
38,READ,JOL B,F,50,100
38,READ,JOL B,F,30,100
38,READ,JOL B,F,80,0
38,READ,JOL B,B,50,0
38,READ,JOL B,B,60,0
38,READ,JOL B,B,90,0
38,READ,JOL B,B,60,0
38,READ,JOL B,B,90,0
38,READ,JOL B,B,20,0
38,READ,JOL B,B,30,100
38,READ,JOL B,B,90,0
38,READ,JOL B,B,80,0
38,READ,JOL B,B,90,100
38,READ,JOL B,B,80,0
38,READ,JOL B,B,90,0
38,READ,JOL B,B,90,0
38,READ,JOL B,B,60,0
38,READ,JOL B,B,40,0
38,READ,JOL B,B,70,0
38,READ,JOL B,B,80,0
38,READ,JOL B,B,90,0
38,READ,JOL B,B,90,0
38,READ,JOL B,B,50,0
38,READ,JOL B,S,90,0
38,READ,JOL B,S,60,100
38,READ,JOL B,S,90,100
38,READ,JOL B,S,70,100
38,READ,JOL B,S,60,100
38,READ,JOL B,S,60,100
38,READ,JOL B,S,80,100
38,READ,JOL B,S,80,0
38,READ,JOL B,S,70,0
38,READ,JOL B,S,90,100
38,READ,JOL B,S,80,100
38,READ,JOL B,S,90,100
38,READ,JOL B,S,90,100
38,READ,JOL B,S,80,0
38,READ,JOL B,S,50,0
38,READ,JOL B,S,90,100
38,READ,JOL B,S,90,100
38,READ,JOL B,S,60,100
38,READ,JOL B,S,90,100
38,READ,JOL B,S,90,100
38,READ,JOL B,U,10,0
38,READ,JOL B,U,30,0
38,READ,JOL B,U,20,0
38,READ,JOL B,U,10,0
38,READ,JOL B,U,20,0
38,READ,JOL B,U,10,0
38,READ,JOL B,U,20,0
38,READ,JOL B,U,20,0
38,READ,JOL B,U,10,0
38,READ,JOL B,U,10,0
38,READ,JOL B,U,10,0
38,READ,JOL B,U,30,0
38,READ,JOL B,U,10,0
38,READ,JOL B,U,10,100
38,READ,JOL B,U,0,0
38,READ,JOL B,U,70,0
38,READ,JOL B,U,0,0
38,READ,JOL B,U,10,100
38,READ,JOL B,U,10,100
38,READ,JOL B,U,40,0
39,READ,JOL C,F,0,0
39,READ,JOL C,F,70,0
39,READ,JOL C,F,90,100
39,READ,JOL C,F,30,100
39,READ,JOL C,F,70,0
39,READ,JOL C,F,30,0
39,READ,JOL C,F,40,0
39,READ,JOL C,F,40,0
39,READ,JOL C,F,20,0
39,READ,JOL C,F,90,0
39,READ,JOL C,F,80,0
39,READ,JOL C,F,90,0
39,READ,JOL C,F,70,0
39,READ,JOL C,F,60,0
39,READ,JOL C,F,60,100
39,READ,JOL C,F,60,100
39,READ,JOL C,F,70,0
39,READ,JOL C,F,100,100
39,READ,JOL C,F,60,0
39,READ,JOL C,F,90,0
39,READ,JOL C,B,90,0
39,READ,JOL C,B,100,0
39,READ,JOL C,B,90,100
39,READ,JOL C,B,30,0
39,READ,JOL C,B,60,100
39,READ,JOL C,B,100,0
39,READ,JOL C,B,10,0
39,READ,JOL C,B,50,0
39,READ,JOL C,B,100,0
39,READ,JOL C,B,90,0
39,READ,JOL C,B,20,0
39,READ,JOL C,B,60,100
39,READ,JOL C,B,90,100
39,READ,JOL C,B,100,0
39,READ,JOL C,B,90,100
39,READ,JOL C,B,60,100
39,READ,JOL C,B,20,0
39,READ,JOL C,B,70,100
39,READ,JOL C,B,90,100
39,READ,JOL C,B,50,0
39,READ,JOL C,S,100,100
39,READ,JOL C,S,100,0
39,READ,JOL C,S,100,0
39,READ,JOL C,S,90,0
39,READ,JOL C,S,90,0
39,READ,JOL C,S,30,0
39,READ,JOL C,S,80,100
39,READ,JOL C,S,100,100
39,READ,JOL C,S,100,100
39,READ,JOL C,S,100,100
39,READ,JOL C,S,60,0
39,READ,JOL C,S,80,0
39,READ,JOL C,S,100,100
39,READ,JOL C,S,60,0
39,READ,JOL C,S,70,0
39,READ,JOL C,S,100,100
39,READ,JOL C,S,70,0
39,READ,JOL C,S,100,100
39,READ,JOL C,S,90,0
39,READ,JOL C,S,90,100
39,READ,JOL C,U,0,0
39,READ,JOL C,U,10,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,20,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,20,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,50,0
39,READ,JOL C,U,10,0
39,READ,JOL C,U,10,0
39,READ,JOL C,U,20,0
39,READ,JOL C,U,0,100
39,READ,JOL C,U,0,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,0,0
39,READ,JOL C,U,0,0
40,READ,JOL D,B,80,100
40,READ,JOL D,B,80,0
40,READ,JOL D,B,70,0
40,READ,JOL D,B,70,100
40,READ,JOL D,B,90,0
40,READ,JOL D,B,70,0
40,READ,JOL D,B,50,100
40,READ,JOL D,B,90,0
40,READ,JOL D,B,90,100
40,READ,JOL D,B,100,100
40,READ,JOL D,B,100,0
40,READ,JOL D,B,90,100
40,READ,JOL D,B,90,100
40,READ,JOL D,B,90,100
40,READ,JOL D,B,0,100
40,READ,JOL D,B,80,0
40,READ,JOL D,B,90,100
40,READ,JOL D,B,90,0
40,READ,JOL D,B,100,100
40,READ,JOL D,B,100,100
40,READ,JOL D,F,90,100
40,READ,JOL D,F,90,100
40,READ,JOL D,F,60,0
40,READ,JOL D,F,70,0
40,READ,JOL D,F,100,0
40,READ,JOL D,F,90,100
40,READ,JOL D,F,60,100
40,READ,JOL D,F,100,100
40,READ,JOL D,F,90,100
40,READ,JOL D,F,70,100
40,READ,JOL D,F,60,0
40,READ,JOL D,F,100,100
40,READ,JOL D,F,100,100
40,READ,JOL D,F,90,100
40,READ,JOL D,F,60,100
40,READ,JOL D,F,100,100
40,READ,JOL D,F,100,100
40,READ,JOL D,F,100,100
40,READ,JOL D,F,100,100
40,READ,JOL D,F,90,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,80,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,90,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,70,100
40,READ,JOL D,S,70,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,40,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,70,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,90,100
40,READ,JOL D,S,60,100
40,READ,JOL D,S,60,100
40,READ,JOL D,S,100,100
40,READ,JOL D,S,0,0
40,READ,JOL D,S,100,0
40,READ,JOL D,S,90,100
40,READ,JOL D,U,0,0
40,READ,JOL D,U,10,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,10,0
40,READ,JOL D,U,50,0
40,READ,JOL D,U,20,0
40,READ,JOL D,U,10,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,0
40,READ,JOL D,U,0,100
40,READ,JOL D,U,10,100
40,READ,JOL D,U,0,0
40,READ,JOL D,U,10,0
40,READ,JOL D,U,0,100
40,READ,JOL D,U,0,100
49,READ,JOL A,F,20,100
49,READ,JOL A,F,70,100
49,READ,JOL A,F,100,100
49,READ,JOL A,F,90,100
49,READ,JOL A,F,70,0
49,READ,JOL A,F,40,100
49,READ,JOL A,F,20,0
49,READ,JOL A,F,40,100
49,READ,JOL A,F,60,100
49,READ,JOL A,F,100,100
49,READ,JOL A,F,100,100
49,READ,JOL A,F,90,100
49,READ,JOL A,F,20,100
49,READ,JOL A,F,30,100
49,READ,JOL A,F,80,100
49,READ,JOL A,F,20,100
49,READ,JOL A,F,80,100
49,READ,JOL A,F,100,100
49,READ,JOL A,F,80,100
49,READ,JOL A,F,100,100
49,READ,JOL A,B,80,100
49,READ,JOL A,B,20,0
49,READ,JOL A,B,60,100
49,READ,JOL A,B,90,0
49,READ,JOL A,B,60,100
49,READ,JOL A,B,50,100
49,READ,JOL A,B,100,0
49,READ,JOL A,B,100,0
49,READ,JOL A,B,60,100
49,READ,JOL A,B,60,0
49,READ,JOL A,B,30,100
49,READ,JOL A,B,100,0
49,READ,JOL A,B,70,100
49,READ,JOL A,B,80,100
49,READ,JOL A,B,70,100
49,READ,JOL A,B,30,0
49,READ,JOL A,B,100,0
49,READ,JOL A,B,50,100
49,READ,JOL A,B,30,100
49,READ,JOL A,B,100,100
49,READ,JOL A,S,100,100
49,READ,JOL A,S,80,0
49,READ,JOL A,S,80,0
49,READ,JOL A,S,70,0
49,READ,JOL A,S,90,0
49,READ,JOL A,S,80,0
49,READ,JOL A,S,90,100
49,READ,JOL A,S,50,0
49,READ,JOL A,S,100,100
49,READ,JOL A,S,80,100
49,READ,JOL A,S,90,0
49,READ,JOL A,S,80,100
49,READ,JOL A,S,100,100
49,READ,JOL A,S,50,100
49,READ,JOL A,S,100,100
49,READ,JOL A,S,100,100
49,READ,JOL A,S,70,0
49,READ,JOL A,S,100,100
49,READ,JOL A,S,100,100
49,READ,JOL A,S,100,100
49,READ,JOL A,U,20,0
49,READ,JOL A,U,90,0
49,READ,JOL A,U,30,100
49,READ,JOL A,U,30,100
49,READ,JOL A,U,20,0
49,READ,JOL A,U,40,0
49,READ,JOL A,U,20,0
49,READ,JOL A,U,40,0
49,READ,JOL A,U,10,0
49,READ,JOL A,U,10,100
49,READ,JOL A,U,10,0
49,READ,JOL A,U,50,100
49,READ,JOL A,U,10,0
49,READ,JOL A,U,20,0
49,READ,JOL A,U,10,0
49,READ,JOL A,U,10,0
49,READ,JOL A,U,30,0
49,READ,JOL A,U,20,0
49,READ,JOL A,U,20,0
49,READ,JOL A,U,30,100
50,READ,JOL B,F,80,100
50,READ,JOL B,F,10,0
50,READ,JOL B,F,70,100
50,READ,JOL B,F,80,100
50,READ,JOL B,F,60,100
50,READ,JOL B,F,10,0
50,READ,JOL B,F,50,100
50,READ,JOL B,F,90,0
50,READ,JOL B,F,100,100
50,READ,JOL B,F,90,100
50,READ,JOL B,F,90,0
50,READ,JOL B,F,40,0
50,READ,JOL B,F,30,100
50,READ,JOL B,F,90,100
50,READ,JOL B,F,80,100
50,READ,JOL B,F,30,100
50,READ,JOL B,F,10,0
50,READ,JOL B,F,90,100
50,READ,JOL B,F,70,100
50,READ,JOL B,F,90,100
50,READ,JOL B,B,30,0
50,READ,JOL B,B,90,0
50,READ,JOL B,B,50,0
50,READ,JOL B,B,40,0
50,READ,JOL B,B,40,0
50,READ,JOL B,B,10,0
50,READ,JOL B,B,20,0
50,READ,JOL B,B,70,0
50,READ,JOL B,B,80,0
50,READ,JOL B,B,30,0
50,READ,JOL B,B,20,0
50,READ,JOL B,B,100,0
50,READ,JOL B,B,60,0
50,READ,JOL B,B,90,0
50,READ,JOL B,B,70,0
50,READ,JOL B,B,60,0
50,READ,JOL B,B,50,0
50,READ,JOL B,B,100,0
50,READ,JOL B,B,90,0
50,READ,JOL B,B,60,0
50,READ,JOL B,S,80,0
50,READ,JOL B,S,90,0
50,READ,JOL B,S,100,100
50,READ,JOL B,S,90,0
50,READ,JOL B,S,90,100
50,READ,JOL B,S,90,100
50,READ,JOL B,S,100,100
50,READ,JOL B,S,60,100
50,READ,JOL B,S,20,100
50,READ,JOL B,S,70,100
50,READ,JOL B,S,80,100
50,READ,JOL B,S,20,0
50,READ,JOL B,S,90,0
50,READ,JOL B,S,100,0
50,READ,JOL B,S,0,0
50,READ,JOL B,S,70,100
50,READ,JOL B,S,80,100
50,READ,JOL B,S,80,100
50,READ,JOL B,S,90,100
50,READ,JOL B,S,90,0
50,READ,JOL B,U,20,0
50,READ,JOL B,U,30,0
50,READ,JOL B,U,20,0
50,READ,JOL B,U,0,100
50,READ,JOL B,U,10,0
50,READ,JOL B,U,10,0
50,READ,JOL B,U,10,0
50,READ,JOL B,U,30,100
50,READ,JOL B,U,20,0
50,READ,JOL B,U,0,0
50,READ,JOL B,U,0,0
50,READ,JOL B,U,0,0
50,READ,JOL B,U,20,0
50,READ,JOL B,U,10,0
50,READ,JOL B,U,10,0
50,READ,JOL B,U,20,0
50,READ,JOL B,U,10,0
50,READ,JOL B,U,0,100
50,READ,JOL B,U,10,0
50,READ,JOL B,U,10,0
51,READ,JOL C,F,30,0
51,READ,JOL C,F,30,0
51,READ,JOL C,F,30,0
51,READ,JOL C,F,20,0
51,READ,JOL C,F,30,0
51,READ,JOL C,F,40,100
51,READ,JOL C,F,10,0
51,READ,JOL C,F,20,100
51,READ,JOL C,F,20,0
51,READ,JOL C,F,20,100
51,READ,JOL C,F,40,100
51,READ,JOL C,F,20,0
51,READ,JOL C,F,30,0
51,READ,JOL C,F,50,100
51,READ,JOL C,F,40,100
51,READ,JOL C,F,30,0
51,READ,JOL C,F,30,0
51,READ,JOL C,F,20,100
51,READ,JOL C,F,20,0
51,READ,JOL C,F,20,0
51,READ,JOL C,B,20,0
51,READ,JOL C,B,20,100
51,READ,JOL C,B,20,100
51,READ,JOL C,B,30,100
51,READ,JOL C,B,40,0
51,READ,JOL C,B,20,100
51,READ,JOL C,B,40,0
51,READ,JOL C,B,30,100
51,READ,JOL C,B,40,100
51,READ,JOL C,B,20,100
51,READ,JOL C,B,40,100
51,READ,JOL C,B,10,100
51,READ,JOL C,B,20,100
51,READ,JOL C,B,40,100
51,READ,JOL C,B,20,100
51,READ,JOL C,B,10,100
51,READ,JOL C,B,20,0
51,READ,JOL C,B,30,100
51,READ,JOL C,B,30,100
51,READ,JOL C,S,50,100
51,READ,JOL C,S,30,100
51,READ,JOL C,S,50,100
51,READ,JOL C,S,70,100
51,READ,JOL C,S,50,100
51,READ,JOL C,S,70,100
51,READ,JOL C,S,70,100
51,READ,JOL C,S,50,100
51,READ,JOL C,S,30,100
51,READ,JOL C,S,40,100
51,READ,JOL C,S,60,100
51,READ,JOL C,S,50,100
51,READ,JOL C,S,80,100
51,READ,JOL C,S,20,100
51,READ,JOL C,S,60,100
51,READ,JOL C,S,40,100
51,READ,JOL C,S,80,100
51,READ,JOL C,S,50,100
51,READ,JOL C,S,50,0
51,READ,JOL C,S,70,100
51,READ,JOL C,U,50,0
51,READ,JOL C,U,40,0
51,READ,JOL C,U,40,0
51,READ,JOL C,U,60,100
51,READ,JOL C,U,50,0
51,READ,JOL C,U,20,0
51,READ,JOL C,U,80,100
51,READ,JOL C,U,20,0
51,READ,JOL C,U,20,100
51,READ,JOL C,U,20,0
51,READ,JOL C,U,40,0
51,READ,JOL C,U,70,100
51,READ,JOL C,U,30,0
51,READ,JOL C,U,30,100
51,READ,JOL C,U,40,0
51,READ,JOL C,U,30,0
51,READ,JOL C,U,70,0
51,READ,JOL C,U,30,0
51,READ,JOL C,U,50,0
51,READ,JOL C,U,40,100
52,READ,JOL D,B,80,0
52,READ,JOL D,B,90,0
52,READ,JOL D,B,90,100
52,READ,JOL D,B,80,100
52,READ,JOL D,B,80,100
52,READ,JOL D,B,70,0
52,READ,JOL D,B,90,100
52,READ,JOL D,B,70,0
52,READ,JOL D,B,90,100
52,READ,JOL D,B,70,100
52,READ,JOL D,B,70,100
52,READ,JOL D,B,90,0
52,READ,JOL D,B,70,0
52,READ,JOL D,B,60,0
52,READ,JOL D,B,80,0
52,READ,JOL D,B,80,0
52,READ,JOL D,B,70,0
52,READ,JOL D,B,80,0
52,READ,JOL D,B,70,100
52,READ,JOL D,B,90,0
52,READ,JOL D,F,80,100
52,READ,JOL D,F,50,100
52,READ,JOL D,F,80,100
52,READ,JOL D,F,70,100
52,READ,JOL D,F,70,100
52,READ,JOL D,F,70,0
52,READ,JOL D,F,80,0
52,READ,JOL D,F,80,100
52,READ,JOL D,F,90,100
52,READ,JOL D,F,80,0
52,READ,JOL D,F,80,100
52,READ,JOL D,F,80,100
52,READ,JOL D,F,90,0
52,READ,JOL D,F,80,0
52,READ,JOL D,F,70,100
52,READ,JOL D,F,70,100
52,READ,JOL D,F,90,100
52,READ,JOL D,F,90,100
52,READ,JOL D,F,80,100
52,READ,JOL D,F,70,100
52,READ,JOL D,S,80,100
52,READ,JOL D,S,90,100
52,READ,JOL D,S,80,0
52,READ,JOL D,S,90,100
52,READ,JOL D,S,90,100
52,READ,JOL D,S,70,100
52,READ,JOL D,S,40,100
52,READ,JOL D,S,90,100
52,READ,JOL D,S,80,100
52,READ,JOL D,S,90,100
52,READ,JOL D,S,70,100
52,READ,JOL D,S,80,0
52,READ,JOL D,S,90,100
52,READ,JOL D,S,70,100
52,READ,JOL D,S,60,0
52,READ,JOL D,S,60,100
52,READ,JOL D,S,80,100
52,READ,JOL D,S,70,100
52,READ,JOL D,S,90,100
52,READ,JOL D,S,90,100
52,READ,JOL D,U,50,100
52,READ,JOL D,U,70,0
52,READ,JOL D,U,50,0
52,READ,JOL D,U,50,0
52,READ,JOL D,U,40,0
52,READ,JOL D,U,50,100
52,READ,JOL D,U,50,0
52,READ,JOL D,U,40,0
52,READ,JOL D,U,70,0
52,READ,JOL D,U,60,0
52,READ,JOL D,U,50,0
52,READ,JOL D,U,90,0
52,READ,JOL D,U,70,100
52,READ,JOL D,U,40,0
52,READ,JOL D,U,70,0
52,READ,JOL D,U,40,0
52,READ,JOL D,U,40,0
52,READ,JOL D,U,80,100
52,READ,JOL D,U,60,0
52,READ,JOL D,U,30,0
61,READ,JOL A,F,90,100
61,READ,JOL A,F,30,100
61,READ,JOL A,F,70,0
61,READ,JOL A,F,90,100
61,READ,JOL A,F,30,0
61,READ,JOL A,F,90,0
61,READ,JOL A,F,30,0
61,READ,JOL A,F,30,100
61,READ,JOL A,F,50,100
61,READ,JOL A,F,90,100
61,READ,JOL A,F,70,100
61,READ,JOL A,F,90,100
61,READ,JOL A,F,40,100
61,READ,JOL A,F,100,100
61,READ,JOL A,F,90,100
61,READ,JOL A,F,100,100
61,READ,JOL A,F,90,0
61,READ,JOL A,F,100,100
61,READ,JOL A,F,70,0
61,READ,JOL A,F,100,100
61,READ,JOL A,B,70,0
61,READ,JOL A,B,70,0
61,READ,JOL A,B,60,0
61,READ,JOL A,B,20,0
61,READ,JOL A,B,90,100
61,READ,JOL A,B,90,0
61,READ,JOL A,B,50,0
61,READ,JOL A,B,90,0
61,READ,JOL A,B,100,0
61,READ,JOL A,B,80,0
61,READ,JOL A,B,30,0
61,READ,JOL A,B,60,0
61,READ,JOL A,B,30,0
61,READ,JOL A,B,30,100
61,READ,JOL A,B,100,100
61,READ,JOL A,B,90,0
61,READ,JOL A,B,30,0
61,READ,JOL A,B,100,100
61,READ,JOL A,B,90,0
61,READ,JOL A,B,90,0
61,READ,JOL A,S,90,0
61,READ,JOL A,S,70,0
61,READ,JOL A,S,40,0
61,READ,JOL A,S,90,0
61,READ,JOL A,S,90,100
61,READ,JOL A,S,90,0
61,READ,JOL A,S,70,100
61,READ,JOL A,S,70,100
61,READ,JOL A,S,100,100
61,READ,JOL A,S,90,0
61,READ,JOL A,S,60,100
61,READ,JOL A,S,50,100
61,READ,JOL A,S,90,100
61,READ,JOL A,S,90,0
61,READ,JOL A,S,100,0
61,READ,JOL A,S,90,100
61,READ,JOL A,S,70,0
61,READ,JOL A,S,40,0
61,READ,JOL A,S,100,100
61,READ,JOL A,S,90,0
61,READ,JOL A,U,10,0
61,READ,JOL A,U,20,0
61,READ,JOL A,U,30,0
61,READ,JOL A,U,20,0
61,READ,JOL A,U,20,0
61,READ,JOL A,U,10,0
61,READ,JOL A,U,40,0
61,READ,JOL A,U,0,0
61,READ,JOL A,U,10,0
61,READ,JOL A,U,30,0
61,READ,JOL A,U,10,0
61,READ,JOL A,U,60,0
61,READ,JOL A,U,0,0
61,READ,JOL A,U,30,0
61,READ,JOL A,U,50,0
61,READ,JOL A,U,10,0
61,READ,JOL A,U,10,0
61,READ,JOL A,U,0,0
61,READ,JOL A,U,20,0
61,READ,JOL A,U,20,0
62,READ,JOL B,F,90,100
62,READ,JOL B,F,70,100
62,READ,JOL B,F,80,100
62,READ,JOL B,F,70,100
62,READ,JOL B,F,30,100
62,READ,JOL B,F,10,100
62,READ,JOL B,F,50,100
62,READ,JOL B,F,90,100
62,READ,JOL B,F,100,100
62,READ,JOL B,F,100,100
62,READ,JOL B,F,90,100
62,READ,JOL B,F,90,100
62,READ,JOL B,F,30,100
62,READ,JOL B,F,100,0
62,READ,JOL B,F,100,0
62,READ,JOL B,F,60,100
62,READ,JOL B,F,90,100
62,READ,JOL B,F,90,100
62,READ,JOL B,F,90,100
62,READ,JOL B,F,100,100
62,READ,JOL B,B,90,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,40,0
62,READ,JOL B,B,40,100
62,READ,JOL B,B,70,100
62,READ,JOL B,B,10,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,50,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,100,100
62,READ,JOL B,B,10,100
62,READ,JOL B,B,30,100
62,READ,JOL B,B,90,100
62,READ,JOL B,B,20,100
62,READ,JOL B,B,80,100
62,READ,JOL B,B,90,100
62,READ,JOL B,B,20,100
62,READ,JOL B,S,90,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,90,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,70,100
62,READ,JOL B,S,90,100
62,READ,JOL B,S,80,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,90,100
62,READ,JOL B,S,80,100
62,READ,JOL B,S,80,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,80,100
62,READ,JOL B,S,80,100
62,READ,JOL B,S,100,100
62,READ,JOL B,S,90,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,80,100
62,READ,JOL B,U,10,0
62,READ,JOL B,U,0,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,70,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,40,100
